Jurisdiction,State,Year,Election Date,Office,Winner,Special Election?,Incumbent Status of Winner,Number of candidates,Number of rounds,Total ballots cast,First round active votes,Final round active votes,First round vote for winner,First round percent for winner,First round place for winner,Final round votes for winner,Final round percent for winner,Winner's consensus value,Winner's Final Round Votes as Percent of First Round Valid Votes,Fully ranked ballots,Ballots with 2+ Rankings,Ballots Ranking the Winner,First Round Undervote,First Round Overvotes,Total Ballots with Overvotes,Inactive by Overvote,Inactive by Skipped Rankings,Inactive by Abstention,Inactive by ranking limit,Total Inactive,Includes duplicate rankings,Includes skipped rankings,Turnout Percent (percent of registered),Registered Voters in Jurisdiction,Condorcet winner?,Come FroMBehind Winner?,Number of Rankings Permitted,Ballot Style,Ballot Marking Style,Voting Equipment Used,Link to full results,CVR Available?,Notes,RaceID
Berkeley,CA,2010,11/2/2010,City Auditor,Ann-Marie Hogan,N,Incumbent,1,1,45986,32145,32145,31428,98%,1,31428,97.8%,98.3%,97.8%,31603,913,31611,13819,22,40,0,0,0,0,0,9012,498,58.48%,"78,631",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11022010_CityAuditor_tab1
Berkeley,CA,2010,11/2/2010,City Council District 1,Linda Maio,N,Incumbent,4,1,6426,5700,5700,3735,66%,1,3735,65.5%,83.9%,65.5%,2651,3620,4785,719,7,24,0,0,0,0,0,518,36,68.04%,"9,444",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11022010_CityCouncilDistrict1_tab1
Berkeley,CA,2010,11/2/2010,City Council District 4,Jesse Arreguin,N,Incumbent,4,1,5708,4759,4759,2544,53%,1,2544,53.5%,77.0%,53.5%,2510,3425,3664,940,9,22,0,0,0,0,0,341,38,57.74%,"9,885",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11022010_CityCouncilDistrict4_tab1
Berkeley,CA,2010,11/2/2010,City Council District 7,Kriss Worthington,N,Incumbent,3,2,4862,4184,4167,2078,50%,1,2086,50.1%,86.1%,49.9%,2523,3330,3604,673,5,18,0,0,17,0,17,262,16,46.83%,"10,383",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11022010_CityCouncilDistrict7_tab1
Berkeley,CA,2010,11/2/2010,City Council District 8,Gordon Wozniak,N,Incumbent,3,1,5333,4601,4601,2806,61%,1,2806,61.0%,84.5%,61.0%,2361,3431,3887,726,6,18,0,0,0,0,0,290,19,49.86%,"10,696",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11022010_CityCouncilDistrict8_tab1
North Carolina,NC,2010,11/2/2010,Court of Appeals Judge,Doug McCullough,Y,Challenger,13,2,1945518,1945518,1081305,295619,15%,2,543980,50.3%,Unknown,28.0%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,864213,0,864213,Unknown,Unknown,31.47%,"6,182,650",Unknown,Y,3,Columns,Oval,iVotronics/AutoMARKs/M100s/M650s,Link,N,"NC reduced to two for the 2nd round. Incumbent was appointed mid-term, before losing in the special vacancy election.",NorthCarolina_11022010_CourtOfAppealsJudge
North Carolina,NC,2010,11/2/2010,"Superior Court Judge, District 12A",Claire Hill,Y,OpenSeat,3,2,18704,18704,16472,6105,33%,2,8378,50.9%,Unknown,44.8%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,2232,Unknown,Unknown,,Unknown,Unknown,Y,3,Columns,Oval,iVotronics/AutoMARKs/M100s/M650s,Link,N,NC reduced to two for the 2nd round. ,NorthCarolina_11022010_SuperiorCourtJudge12A
North Carolina,NC,2010,11/2/2010,"Superior Court Judge, District 19C",Anna Mills Wagoner,Y,OpenSeat,3,1,32031,32031,32031,18726,58%,1,18726,58.5%,Unknown,58.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,0,Unknown,Unknown,,Unknown,Y,N,3,Columns,Oval,iVotronics/AutoMARKs/M100s/M650s,Link,N,NC reduced to two for the 2nd round. ,NorthCarolina_11022010_SuperiorCourtJudge19C
North Carolina,NC,2010,11/2/2010,"Superior Court Judge, District 28",Marvin Pope,Y,OpenSeat,3,1,61408,61408,61408,32616,53%,1,32615,53.1%,Unknown,53.1%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,0,Unknown,Unknown,,Unknown,Y,N,3,Columns,Oval,iVotronics/AutoMARKs/M100s/M650s,Link,N,NC reduced to two for the 2nd round. ,NorthCarolina_11022010_SuperiorCourtJudge28
Oakland,CA,2010,11/2/2010,City Auditor,Courtney Ruby,N,Incumbent,2,1,122268,97625,97625,65335,67%,1,65335,66.9%,87.7%,66.9%,56844,58495,85649,24521,122,363,0,0,0,0,0,21148,1166,60.09%,"203,469",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_CityAuditor_tab1
Oakland,CA,2010,11/2/2010,City Council District 2,Patricia Kernighan,N,Incumbent,2,1,15243,13633,13633,8954,66%,1,8954,65.7%,83.0%,65.7%,6946,7190,11315,1599,11,38,0,0,0,0,0,2492,158,60.22%,"25,311",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_CityCouncilDistrict2_tab1
Oakland,CA,2010,11/2/2010,City Council District 4,Libby Schaaf,N,OpenSeat,7,6,23884,20994,19671,8756,42%,1,10439,53.1%,67.7%,49.7%,13499,16997,14220,2844,46,113,14,0,738,571,1323,1320,111,68.60%,"34,817",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_CityCouncilDistrict4_tab1
Oakland,CA,2010,11/2/2010,City Council District 6,Desley Brooks,N,Incumbent,3,1,14040,12911,12911,8282,64%,1,8282,64.1%,85.9%,64.1%,7187,9056,11095,1117,12,64,0,0,0,0,0,2136,128,54.56%,"25,731",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_CityCouncilDistrict6_tab1
Oakland,CA,2010,11/2/2010,Mayor,Jean Quan,N,OpenSeat,10,10,122268,119607,105769,29266,24%,2,53897,51.0%,62.6%,45.1%,86361,102560,74860,2306,355,1067,171,0,4522,9145,13838,9862,481,60.09%,"203,469",Y,Y,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_Mayor_tab1
Oakland,CA,2010,11/2/2010,School Director District 2,David Kakishiba,N,Incumbent,1,1,15243,10124,10124,9892,98%,1,9892,97.7%,98.3%,97.7%,9951,776,9951,5114,5,17,0,0,0,0,0,2309,81,60.22%,"25,311",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_SchoolDirectorDistrict2_tab1
Oakland,CA,2010,11/2/2010,School Director District 4,Gary D. Yee,N,Incumbent,2,1,23884,18997,18997,13043,69%,1,13043,68.7%,87.3%,68.7%,10483,10738,16591,4871,16,40,0,0,0,0,0,2668,92,68.60%,"34,817",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_SchoolDirectorDistrict4_tab1
Oakland,CA,2010,11/2/2010,School Director District 6,Christopher Dobbins,N,Incumbent,1,1,14040,10165,10165,9908,97%,1,9908,97.5%,98.1%,97.5%,9970,825,9972,3868,7,15,0,0,0,0,0,3234,91,54.56%,"25,731",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11022010_SchoolDirectorDistrict6_tab1
San Francisco,CA,2010,11/2/2010,Assessor-Recorder,Phil Ting,N,Incumbent,2,1,277907,220105,220105,175388,80%,1,175388,79.7%,Unknown,79.7%,Unknown,Unknown,Unknown,57366,Unknown,436,0,0,0,0,0,Unknown,Unknown,59.58%,"466,414",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11022010_AssessorRecorder
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 10,Malia Cohen,N,OpenSeat,21,21,20550,17808,8200,2097,12%,3,4321,52.7%,26.0%,24.3%,11063,13776,4626,2242,500,633,105,0,2682,6821,9608,2950,166,51.64%,"39,796",Y,Y,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11022010_BoardofSupervisorsDistrict10_tab1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 2,Mark E. Farrell,N,OpenSeat,6,6,28911,24094,22594,9700,40%,2,11426,50.6%,60.7%,47.4%,10211,14678,14619,4731,86,151,11,0,693,796,1500,4217,111,62.36%,"46,359",Y,Y,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11022010_BoardofSupervisorsDistrict2_tab1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 4,Carmen Chu,N,Incumbent,1,1,23092,17179,17179,16931,99%,1,16931,98.6%,100.0%,98.6%,Unknown,Unknown,,5912,Unknown,1,0,0,0,0,0,Unknown,Unknown,58.94%,"39,182",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11022010_BoardofSupervisorsDistrict4
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 6,Jane Kim,N,OpenSeat,14,14,25057,21086,16393,6621,31%,1,8865,54.1%,57.0%,42.0%,12714,15503,12027,3614,357,438,29,0,1553,3111,4693,3024,158,54.49%,"45,982",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11022010_BoardofSupervisorsDistrict6_tab1
San Francisco,CA,2010,11/2/2010,Board of Supervisors District 8,Scott Wiener,N,OpenSeat,4,4,38551,34950,32926,14813,42%,1,18239,55.4%,71.1%,52.2%,16984,25310,24860,3522,79,146,15,0,2009,0,2024,5050,111,71.59%,"53,851",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11022010_BoardofSupervisorsDistrict8_tab1
San Francisco,CA,2010,11/2/2010,Public Defender,Jeff Adachi,N,Incumbent,1,1,277907,201830,201830,199502,99%,1,199502,98.8%,100.0%,98.8%,Unknown,Unknown,,76043,Unknown,34,Unknown,0,Unknown,0,0,Unknown,Unknown,59.58%,"466,414",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11022010_PublicDefender
San Leandro,CA,2010,11/2/2010,County Council District 1,Michael J. Gregory,N,Incumbent,3,1,23494,20044,20044,13030,65%,1,13030,65.0%,83.7%,65.0%,1447,11641,16775,3416,34,83,0,0,0,0,0,4237,208,58.11%,"40,430",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11022010_CountyCouncilDistrict1_tab1
San Leandro,CA,2010,11/2/2010,County Council District 3,Diana Souza,N,Incumbent,1,1,23494,17691,17691,17183,97%,1,17183,97.1%,97.9%,97.1%,17323,1389,17325,5780,23,33,0,0,0,0,0,5020,343,58.11%,"40,430",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11022010_CountyCouncilDistrict3_tab1
San Leandro,CA,2010,11/2/2010,County Council District 5,Pauline Russo Cutter,N,OpenSeat,2,1,23494,20292,20292,10784,53%,1,10784,53.1%,78.3%,53.1%,11350,11617,15879,3161,41,86,0,0,0,0,0,4155,305,58.11%,"40,430",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11022010_CountyCouncilDistrict5_tab1
San Leandro,CA,2010,11/2/2010,Mayor,Stephen H. Cassidy,N,Challenger,6,6,23494,22484,20322,7908,35%,2,10277,50.6%,64.9%,45.7%,13636,16959,14590,955,55,179,28,0,1229,905,2162,2667,137,58.11%,"40,430",Y,Y,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11022010_Mayor_tab1
Aspen,CO,2009,5/5/2009,Mayor,Mick Ireland,N,Incumbent,4,4,2544,2528,2413,1090,43%,1,1273,52.8%,Unknown,50.4%,Unknown,Unknown,,16,0,0,Unknown,0,Unknown,Unknown,115,Unknown,Unknown,44.91%,"5,665",Unknown,N,Unknown,Unknown,Unknown,Unknown,,N,,Aspen_05052009_Mayor
Burlington,VT,2009,3/3/2009,Mayor,Bob Kiss,N,Incumbent,5,5,8984,8976,8373,2585,29%,2,4313,51.5%,54.9%,48.1%,2853,7498,6183,4,4,6,1,0,602,0,603,0,108,27.01%,"33,259",N,Y,5,Grid,Oval,AccuVote OS (we think),,Y,,Burlington_03032009_Mayor_tab1
Hendersonville,NC,2009,10/6/2009,Mayor,Barbara Volk,N,OpenSeat,3,1,1847,1847,1847,1216,66%,1,1216,65.8%,Unknown,65.8%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,0,Unknown,Unknown,,Unknown,Y,N,3,Columns,Oval,iVotronics/M100s,Link,N,,Hendersonville_10062009_Mayor
Minneapolis,MN,2009,11/6/2009,City Council Ward 1,Kevin Reich,N,OpenSeat,5,1,4016,3969,3969,1997,50%,1,1997,50.3%,70.3%,50.3%,1455,2500,2790,47,0,0,0,0,0,0,0,8,0,22.69%,"17,697",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward1CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 10,Meg Tuthill,N,OpenSeat,4,1,3431,3329,3329,2405,72%,1,2405,72.2%,85.3%,72.2%,975,1847,2841,102,0,0,0,0,0,0,0,4,0,17.74%,"19,343",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward10CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 11,John Quincy,N,OpenSeat,3,1,4235,4010,4010,2551,64%,1,2551,63.6%,81.2%,63.6%,510,2143,3257,225,0,0,0,0,0,0,0,12,1,21.20%,"19,973",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward11CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 12,Sandy Colvin Roy,N,Incumbent,4,1,4818,4718,4718,3035,64%,1,3035,64.3%,77.7%,64.3%,1224,2357,3668,100,0,0,0,0,0,0,0,9,0,23.19%,"20,779",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward12CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 13,Betsy Hodges,N,Incumbent,3,1,6059,5981,5981,4141,69%,1,4141,69.2%,79.0%,69.2%,1001,2554,4723,78,0,0,0,0,0,0,0,18,0,26.54%,"22,827",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward13CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 2,CaMGordon,N,Incumbent,2,1,2842,2689,2689,2260,84%,1,2260,84.0%,88.6%,84.0%,437,475,2382,153,0,0,0,0,0,0,0,16,0,14.21%,"20,005",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward2CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 3,Diane Hofstede,N,Incumbent,4,1,2257,2222,2222,1465,66%,1,1465,65.9%,79.5%,65.9%,641,1160,1767,35,0,0,0,0,0,0,0,7,0,14.13%,"15,969",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward3CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 4,"Barbara A. ""Barb"" Johnson",N,Incumbent,4,3,3322,3299,3106,1546,47%,1,1618,52.1%,66.7%,49.0%,1250,1883,2202,23,0,0,0,0,193,0,193,2,0,21.44%,"15,491",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward4CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 5,Don Samuels,N,Incumbent,5,5,2200,2170,2024,1020,47%,1,1131,55.9%,63.9%,52.1%,981,1342,1386,30,0,0,0,0,129,17,146,6,0,17.05%,"12,900",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward5CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 6,Robert Lilligren,N,Incumbent,6,1,1982,1930,1930,1020,53%,1,1020,52.8%,68.0%,52.8%,930,1259,1313,52,0,0,0,0,0,0,0,4,0,13.52%,"14,655",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward6CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 7,Lisa Goodman,N,Incumbent,3,1,4532,4392,4392,2997,68%,1,2997,68.2%,77.0%,68.2%,753,1519,3384,140,0,0,0,0,0,0,0,15,0,19.17%,"23,639",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward7CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 8,Elizabeth Glidden,N,Incumbent,5,1,3239,3096,3096,2291,74%,1,2291,74.0%,88.1%,74.0%,938,1834,2727,143,0,0,0,0,0,0,0,4,0,19.51%,"16,601",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward8CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,City Council Ward 9,Gary Schiff,N,Incumbent,4,1,3035,2995,2995,1818,61%,1,1818,60.7%,80.9%,60.7%,958,1913,2422,40,0,0,0,0,0,0,0,8,1,21.45%,"14,149",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Ward9CityCouncil_tab1
Minneapolis,MN,2009,11/6/2009,Mayor,R.T. Rybak,N,Incumbent,11,1,45968,45157,45157,33234,74%,1,33234,73.6%,81.9%,73.6%,14152,20921,36972,811,0,0,0,0,0,0,0,72,0,19.64%,"234,028",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_Mayor_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 1,Liz Wielinski,N,OpenSeat,3,1,6907,5842,5842,4335,74%,1,4335,74.2%,84.6%,74.2%,1356,1990,4945,1065,0,0,0,0,0,0,0,17,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict1_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 2,Jon Olson,N,Incumbent,2,1,5944,5100,5100,2874,56%,1,2874,56.4%,72.7%,56.4%,1767,1802,3710,844,0,0,0,0,0,0,0,14,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict2_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 3,Scott Vreeland,N,Incumbent,2,1,6160,4736,4736,3430,72%,1,3430,72.4%,82.9%,72.4%,1215,1280,3927,1424,0,0,0,0,0,0,0,25,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict3_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 4,Anita Tabb,N,OpenSeat,1,1,7389,5143,5143,5012,97%,1,5012,97.5%,97.8%,97.5%,5031,76,5031,2246,0,0,0,0,0,0,0,45,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict4_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 5,Carol Kummer,N,Incumbent,5,5,9382,7848,6891,2964,38%,1,3620,52.5%,61.6%,46.1%,2513,4383,4832,1534,0,0,0,0,893,64,957,16,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict5_tab1
Minneapolis,MN,2009,11/6/2009,Park and Recreation Board District 6,Brad Bourn,N,OpenSeat,4,4,10186,8354,7806,4023,48%,1,4300,55.1%,63.7%,51.5%,2124,4131,5323,1832,0,0,0,0,548,0,548,18,0,,Unknown,Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11062009_PRBoardDistrict6_tab1
Pierce County,WA,2009,11/3/2009,County Auditor,Julie Anderson,N,OpenSeat,3,2,159987,153528,153082,76634,50%,1,76699,50.1%,82.6%,50.0%,80039,105143,126750,6266,193,366,2,0,444,0,446,15635,361,38.92%,"411,103",Y,N,3,Columns,Arrow,Optech Insight we think,Link,Y,,PierceCounty_11032009_CountyAuditor_tab1
San Francisco,CA,2009,11/3/2009,City Attorney,Dennis Herrera,N,Incumbent,1,1,102061,80696,80696,78414,97%,1,78414,97.2%,100.0%,97.2%,Unknown,Unknown,,21079,Unknown,13,0,0,0,0,0,Unknown,Unknown,22.58%,"451,988",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11032009_CityAttorney
San Francisco,CA,2009,11/3/2009,Treasurer,Jose Cisneros,N,Incumbent,1,1,102061,78696,78696,76376,97%,1,76376,97.1%,100.0%,97.1%,Unknown,Unknown,,23365,Unknown,16,0,0,0,0,0,Unknown,Unknown,22.58%,"451,988",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11032009_Treasurer
Takoma Park,MD,2009,11/2/2009,City Council Ward 1,Josh Wright,N,Incumbent,1,1,467,447,447,434,97%,1,434,97.1%,100.0%,97.1%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,20.06%,"2,328",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard1
Takoma Park,MD,2009,11/2/2009,City Council Ward 2,Colleen Clay,N,Incumbent,1,1,277,251,251,236,94%,1,236,94.0%,100.0%,94.0%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,12.48%,"2,220",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard2
Takoma Park,MD,2009,11/2/2009,City Council Ward 3,Dan Robinson,N,Incumbent,1,1,482,431,431,397,92%,1,397,92.1%,100.0%,92.1%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,19.96%,"2,415",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard3
Takoma Park,MD,2009,11/2/2009,City Council Ward 4,Terry J. Seamens,N,Incumbent,1,1,216,210,210,196,93%,1,196,93.3%,100.0%,93.3%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,17.21%,"1,255",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard4
Takoma Park,MD,2009,11/2/2009,City Council Ward 5,Reuben Snipper,N,Incumbent,1,1,87,81,81,71,88%,1,71,87.7%,100.0%,87.7%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,6.52%,"1,335",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard5
Takoma Park,MD,2009,11/2/2009,City Council Ward 6,Fred Schultz,N,OpenSeat,2,1,204,199,199,138,69%,1,138,69.3%,Unknown,69.3%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,14.56%,"1,401",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_CityCouncilWard6
Takoma Park,MD,2009,11/2/2009,Mayor,Bruce R. Williams,N,Incumbent,2,1,1728,1681,1681,1000,59%,1,1000,59.5%,Unknown,59.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,15.80%,"10,934",Y,N,Unknown,Unknown,Unknown,Scantegrity II,,N,,TakomaPark_11022009_Mayor
Pierce County,WA,2008,11/4/2008,County Assessor-Treasurer,Dale Washam,N,OpenSeat,6,6,312771,262447,189433,65676,25%,1,98366,51.9%,42.8%,37.5%,150323,179627,112210,49961,363,825,237,0,47506,25271,73014,10933,724,76.08%,"411,103",Y,N,3,Columns,Arrow,Optech Insight we think,Link,Y,,PierceCounty_11042008_CountyAssessorTreasurer_tab1
Pierce County,WA,2008,11/4/2008,County Council District 2,Joyce McDonald,N,OpenSeat,3,3,43661,40000,38142,19967,50%,1,21078,55.3%,75.6%,52.7%,17110,23931,30249,3630,31,57,2,0,1856,0,1858,2227,86,76.91%,"56,766",Y,N,3,Columns,Arrow,Optech Insight we think,Link,Y,,PierceCounty_11042008_CountyCouncilDistrict2_tab1
Pierce County,WA,2008,11/4/2008,County Council District 3,Roger Bush,N,Incumbent,2,1,52310,49300,49300,25590,52%,1,25590,51.9%,Unknown,51.9%,Unknown,Unknown,Unknown,2987,23,23,23,0,Unknown,0,0,Unknown,Unknown,75.53%,"69,254",Y,N,3,Columns,Arrow,Optech Insight we think,Link,N,,PierceCounty_11042008_CountyCouncilDistrict3
Pierce County,WA,2008,11/4/2008,County Council District 4,Timothy M. Farrell,N,Incumbent,2,1,41267,36082,36082,23488,65%,1,23488,65.1%,Unknown,65.1%,Unknown,Unknown,Unknown,5177,8,8,8,0,Unknown,0,0,Unknown,Unknown,78.38%,"52,648",Y,N,3,Columns,Arrow,Optech Insight we think,Link,N,,PierceCounty_11042008_CountyCouncilDistrict4
Pierce County,WA,2008,11/4/2008,County Council District 6,Richard Muri,N,Incumbent,2,1,33045,30602,30602,17969,59%,1,17969,58.7%,Unknown,58.7%,Unknown,Unknown,Unknown,2435,8,8,8,0,Unknown,0,0,Unknown,Unknown,77.20%,"42,802",Y,N,3,Columns,Arrow,Optech Insight we think,Link,N,,PierceCounty_11042008_CountyCouncilDistrict6
Pierce County,WA,2008,11/4/2008,County Executive Member,Pat McCarthy,N,OpenSeat,4,4,312771,299132,268638,79235,26%,2,136346,50.8%,58.2%,45.6%,153183,207868,174067,13107,532,1226,186,0,30308,0,30494,19146,548,76.08%,"411,103",Y,Y,3,Columns,Arrow,Optech Insight we think,Link,Y,,PierceCounty_11042008_CountyExecutiveMember_tab1
Pierce County,WA,2008,11/4/2008,County Sheriff,Paul Pastor,N,Incumbent,3,1,312771,263176,263176,189803,72%,1,189803,72.1%,Unknown,72.1%,Unknown,Unknown,Unknown,49494,101,101,101,0,Unknown,0,0,Unknown,Unknown,76.08%,"411,103",Y,N,3,Columns,Arrow,Optech Insight we think,Link,N,,PierceCounty_11042008_Sheriff
San Francisco,CA,2008,11/4/2008,Board of Supervisors District 1,Eric Mar,N,OpenSeat,9,9,31694,28756,25957,11649,41%,1,13152,50.7%,60.0%,45.7%,16762,21640,17250,2696,242,332,18,0,861,1920,2799,2311,131,78.40%,"40,428",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11042008_BoardofSupervisorsDistrict1_tab1
