st,state,year,democracy_mcmc,democracy_mcmc_sd,democracy_mcmc_se,democracy_additive,democracy_mcmc_lib,democracy_mcmc_lib_sd,democracy_mcmc_lib_se,democracy_additive_lib
MO,Missouri,2005,-0.644770911,0.305496654,0.009660652,-0.724598702,-0.6704702,0.303142763,0.004287086,-0.194010442
MO,Missouri,2004,-0.639081702,0.30602902,0.009677487,-0.716989859,-0.677300828,0.306535308,0.004335064,-0.191973183
MO,Missouri,2003,-0.205772669,0.319438962,0.010101547,-0.379170342,-0.251907296,0.301391855,0.004262324,-0.101522409
MO,Missouri,2002,-0.219613508,0.304160143,0.009618388,-0.373583249,-0.244898252,0.3034519,0.004291458,-0.100026471
MO,Missouri,2001,-0.15973981,0.316860505,0.010020009,-0.21196163,-0.183162456,0.300403094,0.004248341,-0.056752475
MO,Missouri,2000,-0.162368594,0.305067911,0.009647094,-0.190598049,-0.152414706,0.303882962,0.004297554,-0.051032401
MT,Montana,2018,0.656312079,0.306086998,0.009679321,1.022625073,0.655259138,0.306264377,0.004331232,0.273806649
MT,Montana,2017,0.617988365,0.322172391,0.010187986,0.993557416,0.629859203,0.303440257,0.004291293,0.266023818
MT,Montana,2016,0.618101821,0.30751586,0.009724505,0.993557416,0.626603732,0.301234609,0.004260101,0.266023818
MT,Montana,2015,0.604919312,0.31777997,0.010049085,0.961098033,0.631222527,0.299980772,0.004242369,0.257332857
MT,Montana,2014,0.615985115,0.296807891,0.00938589,0.961098033,0.628938791,0.30394507,0.004298432,0.257332857
MT,Montana,2013,0.501536342,0.334435885,0.010575791,0.994876702,0.521143202,0.308161628,0.004358064,0.266377055
MT,Montana,2012,0.501391137,0.31828478,0.010065049,0.998678688,0.517154661,0.301825505,0.004268457,0.267395032
MT,Montana,2011,0.623938694,0.301359247,0.009529816,0.714985847,0.657150519,0.29559634,0.004180364,0.191436611
MT,Montana,2010,0.641529724,0.310073798,0.009805394,0.721736747,0.654927899,0.303845997,0.004297031,0.193244157
MT,Montana,2009,0.662708545,0.310338831,0.009813776,0.101676264,0.653690279,0.302857197,0.004283048,0.027223699
MT,Montana,2008,0.687711359,0.297893377,0.009420216,0.225867444,0.68683444,0.303419327,0.004290997,0.06047574
MT,Montana,2007,0.64324405,0.310790069,0.009828045,0.177753786,0.658183712,0.306293259,0.004331641,0.047593365
MT,Montana,2006,0.661034811,0.307132539,0.009712384,0.189851574,0.656455565,0.30830751,0.004360127,0.050832533
MT,Montana,2005,0.607886117,0.302304401,0.009559705,0.131541501,0.600688593,0.303578761,0.004293252,0.035220081
MT,Montana,2004,0.54137394,0.30692534,0.009705831,-0.177691443,0.560393024,0.300704849,0.004252609,-0.047576673
MT,Montana,2003,0.546077049,0.296014663,0.009360806,-0.124366434,0.557894868,0.301093115,0.0042581,-0.033298965
MT,Montana,2002,0.659078574,0.307243847,0.009715904,0.169618481,0.658506124,0.301486727,0.004263666,0.045415147
MT,Montana,2001,0.480996775,0.315968865,0.009991813,0.017343962,0.508754478,0.303941423,0.004298381,0.004643825
MT,Montana,2000,0.507100375,0.297658221,0.009412779,0.039198868,0.514749439,0.297706495,0.004210206,0.01049545
NE,Nebraska,2018,0.280332219,0.326722855,0.010331884,1.008197687,0.29884324,0.299635244,0.004237482,0.269943733
NE,Nebraska,2017,0.284858992,0.308227331,0.009747004,1.02752101,0.31220206,0.301053473,0.004257539,0.27511753
NE,Nebraska,2016,0.27483285,0.306661369,0.009697484,1.02752101,0.310752009,0.300135141,0.004244552,0.27511753
NE,Nebraska,2015,0.287555173,0.30086824,0.009514289,0.647159149,0.338260356,0.301864736,0.004269012,0.173276093
NE,Nebraska,2014,0.315435789,0.313669897,0.009919113,0.647159149,0.335762392,0.300507013,0.004249811,0.173276093
NE,Nebraska,2013,0.273661218,0.32243562,0.01019631,0.673331821,0.331825412,0.300148001,0.004244734,0.180283795
NE,Nebraska,2012,0.324818598,0.299827625,0.009481382,0.602392188,0.340850473,0.300553965,0.004250475,0.161289793
NE,Nebraska,2011,0.302382949,0.315494345,0.009976807,-0.201567426,0.366188917,0.303559994,0.004292987,-0.053969439
NE,Nebraska,2010,0.275639066,0.303684141,0.009603336,-0.200527917,0.367241731,0.300509987,0.004249853,-0.053691111
NE,Nebraska,2009,0.29487926,0.306678267,0.009698018,-0.00573985,0.326824376,0.303793947,0.004296295,-0.001536838
NE,Nebraska,2008,0.270903791,0.29037834,0.009182569,-0.025434167,0.310660567,0.302442094,0.004277177,-0.006809968
NE,Nebraska,2007,0.279232608,0.304488375,0.009628768,-0.035202505,0.316013456,0.304756792,0.004309912,-0.009425429
NE,Nebraska,2006,0.27364734,0.310500438,0.009818886,-0.018130227,0.321683763,0.300854024,0.004254718,-0.004854347
NE,Nebraska,2005,0.259882462,0.307269732,0.009716722,0.035846467,0.310785373,0.304074901,0.004300268,0.009597849
NE,Nebraska,2004,0.20658092,0.295781499,0.009353432,-0.312944058,0.251060057,0.305471043,0.004320013,-0.0837904
NE,Nebraska,2003,0.213663849,0.297314805,0.00940192,-0.270818377,0.257449366,0.298041962,0.00421495,-0.072511299
NE,Nebraska,2002,0.202940529,0.31677099,0.010017178,-0.329366341,0.246272462,0.302264308,0.004274663,-0.088187447
NE,Nebraska,2001,0.220678433,0.303464111,0.009596378,-0.28553508,0.258049851,0.29620315,0.004188945,-0.076451678
NE,Nebraska,2000,0.199452787,0.319514353,0.010103931,-0.369157793,0.238141555,0.302362965,0.004276058,-0.09884156
NV,Nevada,2018,0.488609748,0.302268506,0.009558569,1.427203973,0.471003432,0.301763144,0.004267575,0.382132168
NV,Nevada,2017,0.478171335,0.310440285,0.009816984,1.138886506,0.454533214,0.304031674,0.004299657,0.304935509
NV,Nevada,2016,0.460175871,0.30819568,0.009746003,1.138886506,0.455492543,0.302984717,0.004284851,0.304935509
NV,Nevada,2015,0.659098733,0.311086199,0.009837409,1.062491606,0.649572555,0.300901929,0.004255396,0.284480865
NV,Nevada,2014,0.648292788,0.307155515,0.00971311,1.062491606,0.646942404,0.304529927,0.004306704,0.284480865
NV,Nevada,2013,0.655614055,0.313921284,0.009927063,0.779747802,0.639844877,0.305495472,0.004320358,0.208776548
NV,Nevada,2012,0.674899646,0.302288598,0.009559205,0.869233878,0.646746429,0.305022119,0.004313664,0.232736338
NV,Nevada,2011,0.001706894,0.312171719,0.009871737,0.06482661,-0.017979559,0.306712133,0.004337565,0.017357248
NV,Nevada,2010,-3.66E-06,0.320824531,0.010145362,0.075780322,-0.019332858,0.305229002,0.00431659,0.020290091
NV,Nevada,2009,-0.168461437,0.310917372,0.009832071,0.083099693,-0.195139096,0.303106649,0.004286575,0.022249844
NV,Nevada,2008,-0.206049433,0.308050247,0.009741404,0.077978579,-0.210032009,0.304894281,0.004311856,0.020878672
NV,Nevada,2007,-0.00865525,0.307375483,0.009720066,0.120231746,-0.034412472,0.305450918,0.004319728,0.032191907
NV,Nevada,2006,0.001460947,0.30831044,0.009749632,0.109819039,-0.030595799,0.305765404,0.004324176,0.029403917
NV,Nevada,2005,-0.020908168,0.304916598,0.009642309,0.095724185,-0.054625095,0.305287544,0.004317418,0.025630037
NV,Nevada,2004,-0.038905561,0.309563786,0.009789266,0.107344197,-0.040548241,0.305595709,0.004321776,0.028741281
NV,Nevada,2003,0.322423389,0.308295995,0.009749175,0.381085059,0.293355338,0.299849664,0.004240515,0.102035072
NV,Nevada,2002,0.315948661,0.315787043,0.009986063,0.399726185,0.302766631,0.305253995,0.004316943,0.107026211
NV,Nevada,2001,0.115841968,0.313844503,0.009924635,0.125408703,0.119335863,0.307820378,0.004353238,0.033578031
NV,Nevada,2000,0.137413222,0.303546842,0.009598994,0.130890095,0.122069405,0.300358276,0.004247707,0.035045667
NH,New Hampshire,2018,-0.138365765,0.310225226,0.009810183,0.406078405,-0.074090593,0.301702204,0.004266713,0.10872701
NH,New Hampshire,2017,-0.134351476,0.310603875,0.009822157,0.448163084,-0.079669285,0.305401218,0.004319025,0.119995133
NH,New Hampshire,2016,-0.124198802,0.306515656,0.009692876,0.448163084,-0.075807885,0.309902743,0.004382687,0.119995133
NH,New Hampshire,2015,-0.098529374,0.293373909,0.009277298,0.034744416,-0.063725317,0.307213259,0.004344652,0.009302776
NH,New Hampshire,2014,-0.103190699,0.308763532,0.00976396,0.034744416,-0.05061496,0.303278085,0.004289,0.009302776
NH,New Hampshire,2013,-0.098618297,0.311972423,0.009865434,0.139480323,-0.056105186,0.303243389,0.004288509,0.037345691
NH,New Hampshire,2012,-0.033424,0.305538608,0.009661979,-0.048847499,0.015693082,0.301231187,0.004260052,-0.01307886
NH,New Hampshire,2011,0.121814659,0.298123518,0.009427493,0.358979475,0.187571462,0.301239451,0.004260169,0.096116328
NH,New Hampshire,2010,0.113822754,0.299596581,0.009474076,0.37892438,0.19862492,0.298806387,0.00422576,0.101456553
NH,New Hampshire,2009,0.181003539,0.299463684,0.009469873,0.146880158,0.220254772,0.301056676,0.004257584,0.039326988
NH,New Hampshire,2008,0.161898035,0.309400519,0.009784103,0.135355755,0.215127633,0.302132417,0.004272798,0.036241343
NH,New Hampshire,2007,0.173929668,0.297817503,0.009417816,0.15018105,0.223943711,0.304727807,0.004309502,0.040210798
NH,New Hampshire,2006,0.198277828,0.310197453,0.009809305,0.153490854,0.23041223,0.302108186,0.004272455,0.041096994
NH,New Hampshire,2005,0.170856757,0.304020625,0.009613976,0.346042511,0.212061523,0.303617592,0.004293801,0.092652471
NH,New Hampshire,2004,0.171479609,0.302088887,0.009552889,0.347315178,0.213286661,0.306468264,0.004334116,0.092993226
NH,New Hampshire,2003,0.183977762,0.31243557,0.00988008,0.348647901,0.214596407,0.307298659,0.004345859,0.093350061
NH,New Hampshire,2002,0.171834559,0.304382444,0.009625418,0.349330132,0.222054287,0.302460041,0.004277431,0.093532728
NH,New Hampshire,2001,0.187251776,0.327995556,0.01037213,0.352024618,0.2266209,0.303295368,0.004289244,0.094254173
NH,New Hampshire,2000,0.17498846,0.31841573,0.010069189,0.356011737,0.235586645,0.298914358,0.004227287,0.09532172
NJ,New Jersey,2018,0.465578546,0.30858125,0.009758196,1.180504526,0.504843201,0.303797393,0.004296344,0.316078684
NJ,New Jersey,2017,1.284419272,0.302755076,0.009573956,0.711533597,1.251703472,0.307879815,0.004354078,0.190512275
NJ,New Jersey,2016,1.273983476,0.307308027,0.009717933,0.711533597,1.235978426,0.298757803,0.004225073,0.190512275
NJ,New Jersey,2015,1.110285819,0.313725314,0.009920866,0.830985126,1.113869185,0.29775092,0.004210834,0.22249528
NJ,New Jersey,2014,1.106066635,0.303927528,0.009611032,0.602960845,1.090977965,0.296072775,0.004187101,0.16144205
NJ,New Jersey,2013,1.132713927,0.305905561,0.009673583,0.302181443,1.123958129,0.307216111,0.004344692,0.080908722
NJ,New Jersey,2012,1.138763881,0.308147932,0.009744493,0.260289129,1.124263194,0.303387304,0.004290544,0.069692105
NJ,New Jersey,2011,1.242334515,0.305487868,0.009660375,-0.038916012,1.250745274,0.311868391,0.004410485,-0.010419716
NJ,New Jersey,2010,1.240583856,0.304255865,0.009621415,-0.065003912,1.232620687,0.305346979,0.004318258,-0.01740472
NJ,New Jersey,2009,1.337083182,0.300104117,0.009490125,0.183042518,1.304466863,0.310414558,0.004389925,0.049009417
NJ,New Jersey,2008,1.325969446,0.307476136,0.009723249,0.155965305,1.291595458,0.306140637,0.004329482,0.041759525
NJ,New Jersey,2007,0.895632143,0.306770461,0.009700934,-0.005417224,0.868679913,0.302515282,0.004278212,-0.001450455
NJ,New Jersey,2006,0.889029255,0.29263705,0.009253996,-0.026226538,0.864194343,0.30322675,0.004288274,-0.007022124
NJ,New Jersey,2005,1.363115381,0.3200266,0.01012013,0.230131609,1.318076999,0.302688443,0.004280661,0.061617465
NJ,New Jersey,2004,1.377899712,0.300987521,0.009518061,0.237272861,1.314802366,0.302227898,0.004274148,0.063529527
NJ,New Jersey,2003,1.305203787,0.303444146,0.009595746,0.280357025,1.247893636,0.304808408,0.004310642,0.07506526
NJ,New Jersey,2002,1.3047304,0.304470294,0.009628196,0.294139911,1.257195406,0.302911414,0.004283814,0.078755612
NJ,New Jersey,2001,0.161707886,0.315781171,0.009985877,-0.539745248,0.158211125,0.304921168,0.004312237,-0.144516149
NJ,New Jersey,2000,0.134852741,0.312672292,0.009887566,-0.551395465,0.134497392,0.298908853,0.00422721,-0.147635481
NM,New Mexico,2018,0.774295672,0.308935352,0.009769394,1.631428664,0.827600816,0.304071722,0.004300224,0.436813087
NM,New Mexico,2017,0.731867284,0.314604056,0.009948654,1.169198559,0.801209616,0.306592784,0.004335877,0.313051525
NM,New Mexico,2016,0.718307116,0.317677739,0.010045852,1.169198559,0.793610737,0.304428518,0.004305269,0.313051525
NM,New Mexico,2015,0.665833031,0.308325906,0.009750121,0.625928929,0.72720207,0.308378145,0.004361126,0.167591727
NM,New Mexico,2014,0.650871954,0.298065856,0.00942567,0.625928929,0.733551315,0.30288383,0.004283424,0.167591727
NM,New Mexico,2013,0.70226232,0.308132742,0.009744013,1.120936421,0.777906341,0.304561778,0.004307154,0.300129395
NM,New Mexico,2012,0.695609214,0.307749456,0.009731892,1.116788969,0.779167355,0.301929776,0.004269932,0.29901892
NM,New Mexico,2011,0.602086657,0.312346326,0.009877258,0.730731193,0.648106273,0.298634715,0.004223333,0.195652409
NM,New Mexico,2010,0.622074258,0.305075351,0.00964733,0.739117012,0.649120148,0.302488186,0.004277829,0.197897702
NM,New Mexico,2009,0.58578873,0.303824707,0.009607781,0.706124187,0.643171931,0.306338896,0.004332286,0.189063912
NM,New Mexico,2008,0.58847574,0.324398133,0.01025837,0.714604998,0.645418833,0.30039081,0.004248168,0.191334639
NM,New Mexico,2007,0.613619291,0.319025098,0.010088459,0.687417302,0.686397641,0.301947413,0.004270181,0.184055166
NM,New Mexico,2006,0.62162056,0.304379678,0.009625331,0.694001156,0.684097501,0.30450644,0.004306371,0.185817985
NM,New Mexico,2005,0.581302727,0.306925161,0.009705826,0.632154676,0.656102582,0.292699041,0.00413939,0.169258664
NM,New Mexico,2004,0.605141662,0.305789214,0.009669904,0.636577293,0.667283435,0.29947503,0.004235216,0.170442814
NM,New Mexico,2003,0.457236071,0.312775266,0.009890822,0.469250689,0.512075002,0.298520602,0.004221719,0.125641315
NM,New Mexico,2002,0.44356847,0.303939168,0.0096114,0.46458607,0.519783313,0.296718089,0.004196227,0.124392368
NM,New Mexico,2001,0.6595256,0.304575649,0.009631528,0.644785996,0.740967949,0.301615805,0.004265492,0.172640684
NM,New Mexico,2000,0.6081401,0.310175124,0.009808599,0.33584897,0.691072627,0.303268587,0.004288865,0.089923163
NY,New York,2018,0.817508768,0.309314329,0.009781378,0.422161736,0.857270952,0.301914424,0.004269715,0.113033303
NY,New York,2017,0.750926271,0.311452139,0.009848981,0.245607207,0.834414212,0.301666853,0.004266214,0.065761038
NY,New York,2016,0.763688909,0.313639095,0.009918139,0.245607207,0.832011732,0.302420947,0.004276878,0.065761038
NY,New York,2015,0.571882571,0.310852254,0.009830011,0.375020951,0.665799968,0.312601884,0.004420858,0.100411414
NY,New York,2014,0.580419152,0.308524476,0.009756401,0.375020951,0.656275016,0.308019914,0.004356059,0.100411414
NY,New York,2013,0.789229097,0.303030254,0.009582658,0.005273159,0.840533661,0.298636503,0.004223358,0.001411882
NY,New York,2012,0.829022477,0.313284294,0.009906919,0.05154106,0.856799258,0.301033388,0.004257255,0.013800058
NY,New York,2011,0.498667669,0.308398818,0.009752427,-0.34502433,0.569759367,0.305495993,0.004320366,-0.092379854
NY,New York,2010,0.495157586,0.295565601,0.009346605,-0.345445391,0.574268834,0.303814693,0.004296589,-0.092492593
NY,New York,2009,0.546343597,0.304284884,0.009622333,-0.497246744,0.613407064,0.306514377,0.004334768,-0.133137225
NY,New York,2008,0.505771224,0.316262869,0.01000111,-0.619727821,0.57397968,0.312137055,0.004414285,-0.165931388
NY,New York,2007,0.535357584,0.309591907,0.009790156,-0.507987994,0.595537775,0.304128322,0.004301024,-0.136013182
NY,New York,2006,0.562437259,0.301559795,0.009536158,-0.496560563,0.593841206,0.306850826,0.004339526,-0.132953501
NY,New York,2005,0.578438894,0.313387292,0.009910176,-0.362363586,0.618864065,0.307106105,0.004343136,-0.09702242
NY,New York,2004,0.586568926,0.315417212,0.009974368,-0.361798217,0.620352942,0.307367254,0.004346829,-0.096871043
NY,New York,2003,0.063379476,0.306182037,0.009682326,-0.707436636,0.114333883,0.30220351,0.004273803,-0.189415319
NY,New York,2002,0.074297811,0.299685815,0.009476898,-0.650930221,0.138262895,0.305205654,0.00431626,-0.174285793
NY,New York,2001,0.173392962,0.318862819,0.010083328,-0.632024509,0.240589816,0.306617131,0.004336221,-0.169223811
NY,New York,2000,0.149684264,0.318374549,0.010067887,-0.634734113,0.232420636,0.307181498,0.004344202,-0.169949305
NC,North Carolina,2018,-2.591722845,0.316142893,0.009997316,-0.550591433,-2.437581642,0.309246183,0.004373401,-0.147420202
NC,North Carolina,2017,-2.398526184,0.326099552,0.010312173,-0.747095942,-2.258985934,0.307232256,0.00434492,-0.200034051
NC,North Carolina,2016,-2.382333768,0.309087557,0.009774207,-0.747095942,-2.249710284,0.309503202,0.004377036,-0.200034051
NC,North Carolina,2015,-2.971816701,0.314509048,0.009945649,-0.726794122,-2.781175057,0.307638408,0.004350664,-0.194598263
NC,North Carolina,2014,-2.982886872,0.318252433,0.010064026,-0.726794122,-2.785484241,0.308783874,0.004366863,-0.194598263
NC,North Carolina,2013,-2.839584286,0.307117778,0.009711917,-0.814444857,-2.667851007,0.314873283,0.004452981,-0.218066643
NC,North Carolina,2012,-2.556749407,0.312618852,0.009885876,0.033231337,-2.37001115,0.309910668,0.004382799,0.008897651
NC,North Carolina,2011,0.701604386,0.309779633,0.009796092,1.712119998,0.716092866,0.30677854,0.004338504,0.458418095
NC,North Carolina,2010,0.737716313,0.315647396,0.009981647,1.693145087,0.72139996,0.307958478,0.004355191,0.453337586
NC,North Carolina,2009,1.029084304,0.310873675,0.009830689,2.023061829,0.989123643,0.299940591,0.004241801,0.541672401
NC,North Carolina,2008,1.01186418,0.312982005,0.00989736,1.959695605,0.954806879,0.30046175,0.004249171,0.52470617
NC,North Carolina,2007,1.441649045,0.306400211,0.009689225,2.278690033,1.378331172,0.300871684,0.004254968,0.610116549
NC,North Carolina,2006,1.387056694,0.314406002,0.009942391,1.94278489,1.312742194,0.308591848,0.004364148,0.520178346
NC,North Carolina,2005,1.342976864,0.313046017,0.009899384,2.086766418,1.267824483,0.306354424,0.004332506,0.558729229
NC,North Carolina,2004,1.329413689,0.311654169,0.00985537,2.027139482,1.259220516,0.306813867,0.004339003,0.542764188
NC,North Carolina,2003,1.448861851,0.314085501,0.009932256,2.088859122,1.371571905,0.306598988,0.004335964,0.559289548
NC,North Carolina,2002,1.419820811,0.298493904,0.009439206,1.994906049,1.33814936,0.307327608,0.004346269,0.534133725
NC,North Carolina,2001,0.870902168,0.316639542,0.010013021,1.805657842,0.86040561,0.310513117,0.004391319,0.483462742
NC,North Carolina,2000,0.865073778,0.315616128,0.009980658,1.759411001,0.863561158,0.305231331,0.004316623,0.471080205
ND,North Dakota,2018,0.442048289,0.310614795,0.009822502,0.40456474,0.3554977,0.302810481,0.004282387,0.108321728
ND,North Dakota,2017,0.427582068,0.310270509,0.009811615,0.41793868,0.327786596,0.309756594,0.00438062,0.111902585
ND,North Dakota,2016,0.424128657,0.305026665,0.00964579,0.41793868,0.325490599,0.302306124,0.004275254,0.111902585
ND,North Dakota,2015,0.224078357,0.295031073,0.009329702,0.32900349,0.267239083,0.305602965,0.004321879,0.088090294
ND,North Dakota,2014,0.251297483,0.309019183,0.009772045,0.32900349,0.269750388,0.302409488,0.004276716,0.088090294
ND,North Dakota,2013,0.379997859,0.305507771,0.009661004,0.621973991,0.404490219,0.301501001,0.004263868,0.166532797
ND,North Dakota,2012,0.515125321,0.303392316,0.009594107,0.893946438,0.541188579,0.305883051,0.00432584,0.239353097
ND,North Dakota,2011,0.394595716,0.313343182,0.009908781,1.424568582,0.443366005,0.300619766,0.004251406,0.381426546
ND,North Dakota,2010,0.404573148,0.30908392,0.009774092,1.457922813,0.457407698,0.299705716,0.004238479,0.390357101
ND,North Dakota,2009,0.657163364,0.316005326,0.009992966,1.682226502,0.680774309,0.309326313,0.004374535,0.450414148
ND,North Dakota,2008,0.648484056,0.299329854,0.009465641,1.674658975,0.680599934,0.309603252,0.004378451,0.448387951
ND,North Dakota,2007,0.696646445,0.310389522,0.009815379,1.766879184,0.712109265,0.302262612,0.004274639,0.473079803
ND,North Dakota,2006,0.695639845,0.315388944,0.009973474,1.786058213,0.722104814,0.304034538,0.004299698,0.478214965
ND,North Dakota,2005,0.574430152,0.31028202,0.009811979,1.636325268,0.610719301,0.311478313,0.004404969,0.438124147
ND,North Dakota,2004,0.585090803,0.316619617,0.010012391,1.642548165,0.621271765,0.303212262,0.004288069,0.43979032
ND,North Dakota,2003,0.583991182,0.305519663,0.00966138,1.647940012,0.626827337,0.304131112,0.004301063,0.441233981
ND,North Dakota,2002,0.658595016,0.310342276,0.009813884,1.945774697,0.722986392,0.304890245,0.004311799,0.520978864
ND,North Dakota,2001,0.71540476,0.301912731,0.009547319,1.937340466,0.780997354,0.303433276,0.004291195,0.518720608
ND,North Dakota,2000,0.726713982,0.304904861,0.009641938,1.934963768,0.775591704,0.304608814,0.004307819,0.51808425
OH,Ohio,2018,-1.807459436,0.305632537,0.009664949,-1.280663583,-1.728637823,0.30819019,0.004358467,-0.342896153
OH,Ohio,2017,-1.788039529,0.303880705,0.009609552,-1.401709775,-1.729650877,0.305449224,0.004319704,-0.375306127
OH,Ohio,2016,-1.775174567,0.29887091,0.009451128,-1.401709775,-1.737530524,0.30738665,0.004347104,-0.375306127
OH,Ohio,2015,-2.41405566,0.311493367,0.009850285,-2.330697048,-2.287065759,0.309813155,0.00438142,-0.624041366
OH,Ohio,2014,-2.408296068,0.305543163,0.009662123,-2.330697048,-2.278601773,0.307579594,0.004349832,-0.624041366
OH,Ohio,2013,-2.678753656,0.319231006,0.010094971,-2.712400538,-2.560101991,0.311519599,0.004405552,-0.726242022
OH,Ohio,2012,-2.664145112,0.311572722,0.009852795,-2.775582856,-2.537384001,0.310044104,0.004384686,-0.743159012
OH,Ohio,2011,0.1142639,0.30910491,0.009774756,-1.155829215,0.123084342,0.302473583,0.004277622,-0.309471899
OH,Ohio,2010,0.108607915,0.319172758,0.010093129,-1.059390339,0.110075357,0.307310022,0.00434602,-0.283650505
OH,Ohio,2009,0.678412199,0.307979305,0.009739161,-1.085268804,0.601162127,0.305364129,0.004318501,-0.290579433
OH,Ohio,2008,0.644504356,0.306195381,0.009682748,-1.120697274,0.554992612,0.299604049,0.004237041,-0.300065364
OH,Ohio,2007,-0.631093882,0.321124848,0.010154859,-2.013315613,-0.644096174,0.30872314,0.004366005,-0.539062864
OH,Ohio,2006,-0.634563465,0.3034449,0.00959577,-2.025592865,-0.656097758,0.297918578,0.004213205,-0.542350083
OH,Ohio,2005,-0.67731148,0.303712205,0.009604223,-1.426987708,-0.712908123,0.306190128,0.004330182,-0.382074264
OH,Ohio,2004,-0.714930294,0.311207878,0.009841257,-1.427782585,-0.708641785,0.302794388,0.004282159,-0.382287091
OH,Ohio,2003,-0.581190425,0.305679055,0.00966642,-1.259838412,-0.596070415,0.301585033,0.004265056,-0.337320238
OH,Ohio,2002,-0.585869411,0.315648202,0.009981673,-1.265352446,-0.594762758,0.302928461,0.004284055,-0.338796614
OH,Ohio,2001,0.45960655,0.311834452,0.009861071,-0.738284459,0.387479423,0.30771619,0.004351764,-0.197674787
OH,Ohio,2000,0.477940916,0.300155184,0.00949174,-0.755381943,0.380546388,0.302836729,0.004282758,-0.202252618
OK,Oklahoma,2018,-0.763225361,0.318768286,0.010080338,-0.463390675,-0.905824205,0.306574478,0.004335618,-0.124072303
OK,Oklahoma,2017,-0.756697059,0.317289244,0.010033567,-0.467039833,-0.938834121,0.304617332,0.00430794,-0.12504936
OK,Oklahoma,2016,-0.751709854,0.304686308,0.009635027,-0.467039833,-0.931745038,0.309552447,0.004377733,-0.12504936
OK,Oklahoma,2015,-0.78416705,0.314455474,0.009943955,-0.534495487,-0.844891293,0.300699615,0.004252535,-0.143110532
OK,Oklahoma,2014,-0.783561311,0.306138913,0.009680962,-0.534495487,-0.845444358,0.308361501,0.00436089,-0.143110532
OK,Oklahoma,2013,-0.560253535,0.307837169,0.009734666,-1.30447173,-0.683840392,0.307577411,0.004349801,-0.349270756
OK,Oklahoma,2012,-0.525212378,0.295998121,0.009360282,-1.399602236,-0.641621709,0.302548579,0.004278683,-0.374741836
OK,Oklahoma,2011,-0.217688798,0.305172965,0.009650416,-1.353169553,-0.276049843,0.307091018,0.004342923,-0.36230954
OK,Oklahoma,2010,-0.202084773,0.309704704,0.009793723,-1.344214255,-0.273944341,0.301093661,0.004258107,-0.35991177
OK,Oklahoma,2009,-0.20200688,0.317136971,0.010028752,-1.071130488,-0.298714017,0.302207991,0.004273866,-0.286793916
OK,Oklahoma,2008,-0.130103063,0.306002623,0.009676653,-0.789742417,-0.220070434,0.303966204,0.004298731,-0.211452594
OK,Oklahoma,2007,0.096705723,0.316725343,0.010015735,-0.637427603,0.001644158,0.304208084,0.004302152,-0.170670483
OK,Oklahoma,2006,0.097632404,0.320429949,0.010132885,-0.639788685,-0.002656444,0.304425267,0.004305223,-0.17130266
OK,Oklahoma,2005,0.017625868,0.307014172,0.009708641,-0.52825847,-0.096469177,0.299187598,0.004231152,-0.141440578
OK,Oklahoma,2004,-0.000580408,0.307038202,0.0097094,-0.518991091,-0.091304067,0.304336527,0.004303968,-0.138959248
OK,Oklahoma,2003,0.315710688,0.3105436,0.009820251,-0.385257385,0.209969581,0.303329498,0.004289727,-0.103152207
OK,Oklahoma,2002,0.32103585,0.303836516,0.009608154,-0.39059885,0.20694371,0.302207376,0.004273858,-0.104582378
OK,Oklahoma,2001,0.337881349,0.311877225,0.009862424,-0.323769902,0.244010286,0.303933974,0.004298275,-0.086689007
OK,Oklahoma,2000,0.352529317,0.310754949,0.009826934,-0.333334122,0.23276871,0.303968826,0.004298768,-0.089249815
OR,Oregon,2018,0.944839178,0.312252312,0.009874285,1.991470346,0.989050353,0.307070115,0.004342627,0.533213819
OR,Oregon,2017,0.966448287,0.323145716,0.010218765,2.049042915,0.995205564,0.311311901,0.004402615,0.548628806
OR,Oregon,2016,0.974879839,0.317389264,0.01003673,2.049042915,0.986450655,0.305391409,0.004318887,0.548628806
OR,Oregon,2015,0.815013258,0.311371457,0.00984643,1.217478619,0.858032873,0.301734459,0.00426717,0.325978454
OR,Oregon,2014,0.800243659,0.29490411,0.009325687,1.217478619,0.85904775,0.304145631,0.004301269,0.325978454
OR,Oregon,2013,0.925928338,0.303084955,0.009584388,1.479056131,0.960502599,0.304156135,0.004301417,0.396015522
OR,Oregon,2012,0.939835672,0.307243446,0.009715891,1.403435633,0.978120447,0.305936626,0.004326597,0.375768224
OR,Oregon,2011,1.01747013,0.307892828,0.009736426,1.101383948,1.074268603,0.312075744,0.004413417,0.294894244
OR,Oregon,2010,1.024846298,0.314947141,0.009959503,1.123794705,1.080273134,0.305201107,0.004316195,0.300894697
OR,Oregon,2009,0.958240455,0.306655483,0.009697298,0.55886717,1.010767639,0.300273729,0.004246512,0.149636021
OR,Oregon,2008,0.973731091,0.314804507,0.009954993,0.579103395,1.024803257,0.307224873,0.004344816,0.155054246
OR,Oregon,2007,0.828237509,0.308257514,0.009747959,0.410034879,0.887768687,0.302752436,0.004281566,0.109786352
OR,Oregon,2006,0.838219308,0.312318843,0.009876389,0.453286776,0.912791229,0.304058402,0.004300035,0.121366996
