st,state,year,democracy_mcmc,democracy_mcmc_sd,democracy_mcmc_se,democracy_additive,democracy_mcmc_lib,democracy_mcmc_lib_sd,democracy_mcmc_lib_se,democracy_additive_lib
OR,Oregon,2005,0.659025787,0.299979741,0.009486192,0.388204051,0.736729674,0.307416301,0.004347523,0.103941173
OR,Oregon,2004,0.674072853,0.312662278,0.009887249,0.34615449,0.726477406,0.307821104,0.004353248,0.092682454
OR,Oregon,2003,0.869899748,0.306989137,0.009707849,0.495549157,0.929780004,0.298574599,0.004222482,0.132682698
OR,Oregon,2002,0.871094759,0.313009271,0.009898222,0.50017528,0.930898053,0.305364716,0.004318509,0.133921337
OR,Oregon,2001,0.795439458,0.311338965,0.009845403,0.461146272,0.870743165,0.304915756,0.00431216,0.123471366
OR,Oregon,2000,0.808670329,0.314393995,0.009942011,0.49126059,0.882963295,0.301439617,0.004263,0.131534439
PA,Pennsylvania,2018,-0.643507316,0.316463819,0.010007465,-0.858693953,-0.610089936,0.300696324,0.004252488,-0.229914286
PA,Pennsylvania,2017,-1.654103947,0.307740671,0.009731615,-1.38025487,-1.588814923,0.305087103,0.004314583,-0.369561602
PA,Pennsylvania,2016,-1.655938118,0.311850564,0.009861581,-1.38025487,-1.583758905,0.307779216,0.004352655,-0.369561602
PA,Pennsylvania,2015,-2.101364552,0.314373036,0.009941348,-1.722444503,-1.973538248,0.306259013,0.004331157,-0.46118247
PA,Pennsylvania,2014,-2.105473776,0.30796536,0.00973872,-1.722444503,-1.971179476,0.306579731,0.004335692,-0.46118247
PA,Pennsylvania,2013,-2.323352689,0.319732214,0.01011082,-1.879953416,-2.190940943,0.301921117,0.004269809,-0.503355294
PA,Pennsylvania,2012,-2.281574016,0.313342309,0.009908754,-1.93970288,-2.166994553,0.314129705,0.004442465,-0.519353142
PA,Pennsylvania,2011,-0.142736571,0.297364166,0.009403481,-0.447761907,-0.100450522,0.303914915,0.004298006,-0.119887719
PA,Pennsylvania,2010,-0.150508572,0.306765871,0.009700789,-0.442699405,-0.100563847,0.300026083,0.00424301,-0.11853224
PA,Pennsylvania,2009,0.510266711,0.311174114,0.009840189,0.002101146,0.489509848,0.303766709,0.00429591,0.000562579
PA,Pennsylvania,2008,0.523216458,0.294729637,0.009320169,-0.010220093,0.476573662,0.30565506,0.004322615,-0.002736418
PA,Pennsylvania,2007,0.610716311,0.308035457,0.009740936,0.061208959,0.580229298,0.302320308,0.004275455,0.016388626
PA,Pennsylvania,2006,0.631877069,0.297667832,0.009413083,0.096725197,0.601984436,0.308571807,0.004363864,0.025898057
PA,Pennsylvania,2005,-0.160191139,0.330885918,0.010463531,-0.35627601,-0.176269705,0.303146818,0.004287143,-0.095392479
PA,Pennsylvania,2004,-0.186827292,0.304917069,0.009642324,-0.376490937,-0.1765018,0.302596441,0.00427936,-0.100805001
PA,Pennsylvania,2003,0.031054478,0.308714585,0.009762412,-0.123684991,0.050734715,0.305090327,0.004314629,-0.033116509
PA,Pennsylvania,2002,0.041514385,0.3022182,0.009556979,-0.150159478,0.041560595,0.30154277,0.004264459,-0.040205022
PA,Pennsylvania,2001,0.740676719,0.308426572,0.009753305,0.218112029,0.708471681,0.300074374,0.004243692,0.058399237
PA,Pennsylvania,2000,0.734721247,0.311717658,0.009857378,0.220300024,0.716352768,0.306270479,0.004331319,0.05898507
RI,Rhode Island,2018,0.008158928,0.303832027,0.009608012,0.861068758,-0.014581716,0.302770832,0.004281826,0.230550137
RI,Rhode Island,2017,-0.111445738,0.30627019,0.009685114,0.258709986,-0.118044704,0.298694227,0.004224174,0.069269291
RI,Rhode Island,2016,-0.10997459,0.305919701,0.00967403,0.258709986,-0.123615774,0.303498291,0.004292114,0.069269291
RI,Rhode Island,2015,-0.061072251,0.298424985,0.009437027,0.126990006,-0.040741316,0.301908701,0.004269634,0.034001423
RI,Rhode Island,2014,-0.041282463,0.30633961,0.009687309,0.126990006,-0.042621849,0.302401903,0.004276609,0.034001423
RI,Rhode Island,2013,-0.221754096,0.307948218,0.009738178,-0.003074447,-0.205904814,0.307960241,0.004355216,-0.00082318
RI,Rhode Island,2012,-0.178905757,0.305968992,0.009675589,-0.10916827,-0.161682708,0.293215779,0.004146697,-0.029229675
RI,Rhode Island,2011,0.058312207,0.296996324,0.009391848,-0.179997109,0.040428527,0.30142455,0.004262787,-0.048194012
RI,Rhode Island,2010,0.134105183,0.305026496,0.009645785,0.119040898,0.142559126,0.308448626,0.004362122,0.031873059
RI,Rhode Island,2009,0.172617905,0.303937348,0.009611343,0.153317741,0.165014293,0.305841115,0.004325247,0.041050643
RI,Rhode Island,2008,0.174687292,0.311736162,0.009857963,0.146358934,0.150987053,0.300300403,0.004246889,0.039187431
RI,Rhode Island,2007,0.218370835,0.307841762,0.009734811,0.311142244,0.196890623,0.302732445,0.004281283,0.083307966
RI,Rhode Island,2006,0.221077873,0.300313026,0.009496732,0.317717323,0.204634788,0.302226261,0.004274125,0.085068436
RI,Rhode Island,2005,0.050190597,0.309276908,0.009780195,0.199360993,0.036293294,0.307410539,0.004347442,0.053378669
RI,Rhode Island,2004,0.058817213,0.323891585,0.010242351,0.198695285,0.046620542,0.299865406,0.004240737,0.053200427
RI,Rhode Island,2003,-0.098345768,0.300675723,0.009508201,0.012710459,-0.089643504,0.305554786,0.004321197,0.00340321
RI,Rhode Island,2002,-0.108001581,0.312523976,0.009882876,0.007817891,-0.097739931,0.298393903,0.004219927,0.002093231
RI,Rhode Island,2001,-0.137922295,0.312604444,0.009885421,0.236961119,-0.134226485,0.301082034,0.004257943,0.063446058
RI,Rhode Island,2000,-0.143076977,0.31716024,0.010029487,0.235851314,-0.128775807,0.301889095,0.004269357,0.063148909
SC,South Carolina,2018,-1.655621351,0.295909902,0.009357493,-0.633124527,-1.648488243,0.301884525,0.004269292,-0.16951834
SC,South Carolina,2017,-2.124548544,0.315782185,0.00998591,-0.919642304,-2.090849689,0.310925179,0.004397146,-0.246233134
SC,South Carolina,2016,-2.105960702,0.3103525,0.009814208,-0.919642304,-2.094951917,0.306964103,0.004341128,-0.246233134
SC,South Carolina,2015,-2.427441419,0.309756337,0.009795355,-1.201929335,-2.352758731,0.306513675,0.004334758,-0.321815152
SC,South Carolina,2014,-2.433342233,0.315781906,0.009985901,-1.201929335,-2.349110571,0.302365307,0.004276091,-0.321815152
SC,South Carolina,2013,-2.473433675,0.314691965,0.009951434,-2.077490552,-2.41319647,0.306484237,0.004334342,-0.556245627
SC,South Carolina,2012,-2.465109618,0.308887309,0.009767874,-2.041512633,-2.395351573,0.308694167,0.004365595,-0.546612582
SC,South Carolina,2011,-2.511078387,0.321364033,0.010162423,-2.198556108,-2.454673883,0.312150224,0.004414471,-0.588660786
SC,South Carolina,2010,-2.492057191,0.323391289,0.01022653,-2.180256926,-2.456443197,0.304519203,0.004306552,-0.583761202
SC,South Carolina,2009,-2.393532035,0.319603047,0.010106736,-2.587641552,-2.388085927,0.311358445,0.004403273,-0.692837952
SC,South Carolina,2008,-2.386288885,0.314934247,0.009959095,-2.488059668,-2.364348795,0.309732714,0.004380282,-0.66617502
SC,South Carolina,2007,-2.433695728,0.289051872,0.009140623,-2.582986901,-2.409217236,0.310746262,0.004394616,-0.691591674
SC,South Carolina,2006,-2.433855265,0.31080168,0.009828412,-2.525342493,-2.395889163,0.306910186,0.004340365,-0.676157453
SC,South Carolina,2005,-2.366405664,0.323251738,0.010222117,-2.423356059,-2.334133282,0.307288077,0.00434571,-0.648850706
SC,South Carolina,2004,-2.361351875,0.306046236,0.009678032,-2.454117737,-2.347643262,0.310205362,0.004386966,-0.657087109
SC,South Carolina,2003,-2.082321638,0.312825846,0.009892422,-2.228237161,-2.066207529,0.307222743,0.004344786,-0.596607853
SC,South Carolina,2002,-2.098537704,0.322287437,0.010191624,-2.375987504,-2.107635557,0.305285254,0.004317385,-0.636167832
SC,South Carolina,2001,-2.103130291,0.313999082,0.009929523,-2.29912356,-2.093447113,0.306789094,0.004338653,-0.615587602
SC,South Carolina,2000,-2.142534575,0.31455731,0.009947176,-2.398031372,-2.136623706,0.305427029,0.00431939,-0.642070051
SD,South Dakota,2018,0.01760353,0.309781809,0.009796161,-0.225453919,-0.020308578,0.305105634,0.004314845,-0.060365019
SD,South Dakota,2017,0.016608897,0.309617283,0.009790958,-0.22561418,0.005308175,0.301935649,0.004270015,-0.060407929
SD,South Dakota,2016,0.025588722,0.30147176,0.009533374,-0.22561418,0.00279968,0.309179477,0.004372458,-0.060407929
SD,South Dakota,2015,-0.009284352,0.294724214,0.009319998,-0.31986009,0.006134855,0.300737699,0.004253073,-0.085642159
SD,South Dakota,2014,-0.015131424,0.294880024,0.009324925,-0.31986009,0.002729336,0.304326554,0.004303827,-0.085642159
SD,South Dakota,2013,0.103957602,0.314462597,0.00994418,-0.20948501,0.101235935,0.301529142,0.004264266,-0.056089363
SD,South Dakota,2012,0.119268378,0.315069975,0.009963387,-0.210470397,0.099140651,0.303629593,0.004293971,-0.056353199
SD,South Dakota,2011,0.244613502,0.311559504,0.009852377,0.002299232,0.256629953,0.30033163,0.004247331,0.000615617
SD,South Dakota,2010,0.242707864,0.31871178,0.010078551,-0.027166569,0.231238913,0.29993575,0.004241732,-0.007273817
SD,South Dakota,2009,0.251692574,0.321559529,0.010168605,0.065616562,0.2565772,0.298989971,0.004228357,0.017568757
SD,South Dakota,2008,0.239701354,0.304561851,0.009631091,0.07070239,0.264725452,0.301373158,0.00426206,0.018930481
SD,South Dakota,2007,0.211207427,0.309013508,0.009771865,-0.057892647,0.207302591,0.300783282,0.004253718,-0.015500687
SD,South Dakota,2006,0.218473837,0.31367301,0.009919212,-0.047541582,0.223269356,0.299240412,0.004231898,-0.012729202
SD,South Dakota,2005,0.338473595,0.314000555,0.009929569,0.075886081,0.335989755,0.308332352,0.004360478,0.020318408
SD,South Dakota,2004,0.358687757,0.311753272,0.009858504,0.099257048,0.362939962,0.306019498,0.004327769,0.026575957
SD,South Dakota,2003,0.370149344,0.306612841,0.009695949,0.096814792,0.374455338,0.309515852,0.004377215,0.025922046
SD,South Dakota,2002,0.393507488,0.307875882,0.00973589,0.082478603,0.419200016,0.306173067,0.004329941,0.022083548
SD,South Dakota,2001,0.391889139,0.317076758,0.010026847,0.06976061,0.41576675,0.305738749,0.004323799,0.01867832
SD,South Dakota,2000,0.402259126,0.309573281,0.009789567,0.045715722,0.40467717,0.301642825,0.004265874,0.01224033
TN,Tennessee,2018,-3.10021114,0.31628888,0.010001933,-1.649609226,-3.071998618,0.311866197,0.004410454,-0.441680911
TN,Tennessee,2017,-2.881305398,0.301309573,0.009528245,-1.862190988,-2.844564677,0.307892635,0.004354259,-0.498599425
TN,Tennessee,2016,-2.850195161,0.308399911,0.009752461,-1.862190988,-2.851566519,0.306187417,0.004330144,-0.498599425
TN,Tennessee,2015,-2.701434817,0.308490414,0.009755323,-1.786633748,-2.644254729,0.308527929,0.004363244,-0.478369064
TN,Tennessee,2014,-2.691739714,0.314400726,0.009942224,-1.786633748,-2.636341752,0.307927062,0.004354746,-0.478369064
TN,Tennessee,2013,-2.655340884,0.302400309,0.009562737,-2.188418856,-2.592792009,0.307283647,0.004345647,-0.585946549
TN,Tennessee,2012,-2.633537142,0.307428086,0.00972173,-2.187659888,-2.59815746,0.309990067,0.004383922,-0.585743336
TN,Tennessee,2011,-1.255491066,0.313185025,0.00990378,-1.42872074,-1.263286026,0.306604073,0.004336036,-0.382538281
TN,Tennessee,2010,-1.017168466,0.310905919,0.009831708,-0.812087657,-1.00302238,0.300883483,0.004255135,-0.217435505
TN,Tennessee,2009,-0.668140461,0.29870963,0.009446028,-0.844694245,-0.706746962,0.303171081,0.004287487,-0.226165881
TN,Tennessee,2008,-0.685816988,0.313477032,0.009913014,-0.852778046,-0.714129583,0.305840047,0.004325231,-0.228330309
TN,Tennessee,2007,-0.149259889,0.312849061,0.009893156,-0.618739015,-0.230833665,0.298291587,0.00421848,-0.165666636
TN,Tennessee,2006,-0.134475385,0.309115531,0.009775091,-0.613670718,-0.215134553,0.307703438,0.004351584,-0.164309606
TN,Tennessee,2005,-0.21739751,0.315267266,0.009969626,-0.714206848,-0.296191522,0.307047336,0.004342305,-0.191228035
TN,Tennessee,2004,-0.234151233,0.306725749,0.00969952,-0.747747002,-0.303215358,0.30969938,0.004379811,-0.200208372
TN,Tennessee,2003,0.499307026,0.3065606,0.009694297,-0.327204339,0.400787964,0.303698542,0.004294946,-0.087608573
TN,Tennessee,2002,0.50406436,0.311280602,0.009843557,-0.323993641,0.391796516,0.300434182,0.004248781,-0.086748912
TN,Tennessee,2001,-0.593505787,0.306483796,0.009691869,-0.827720609,-0.61006691,0.298708772,0.00422438,-0.22162121
TN,Tennessee,2000,-0.595366014,0.314123036,0.009933443,-0.876712275,-0.641635847,0.307051883,0.004342369,-0.23473867
TX,Texas,2018,-0.325586507,0.320397433,0.010131856,-0.264177148,-0.369503841,0.304681686,0.00430885,-0.070733118
TX,Texas,2017,-0.619340981,0.320437798,0.010133133,-0.991744934,-0.629405112,0.307040979,0.004342215,-0.265538528
TX,Texas,2016,-0.619167478,0.306825633,0.009702678,-0.991744934,-0.631511106,0.307069747,0.004342622,-0.265538528
TX,Texas,2015,-1.076001901,0.310053928,0.009804766,-1.237970562,-1.070086302,0.297395631,0.004205809,-0.331465147
TX,Texas,2014,-1.106734051,0.316491126,0.010008328,-1.237970562,-1.065535503,0.306268511,0.004331291,-0.331465147
TX,Texas,2013,-1.009618635,0.308587182,0.009758384,-1.222926676,-0.991428768,0.307185994,0.004344266,-0.327437165
TX,Texas,2012,-1.00159408,0.315224995,0.00996829,-1.236158453,-0.971420722,0.302878143,0.004283344,-0.330979957
TX,Texas,2011,-0.573667525,0.315200223,0.009967506,-1.06908503,-0.584119523,0.301141265,0.004258781,-0.286246247
TX,Texas,2010,-0.438278402,0.302736423,0.009573366,-0.459576626,-0.470296023,0.307558355,0.004349532,-0.123051096
TX,Texas,2009,0.128370976,0.310878132,0.00983083,-0.286430144,0.028886876,0.300647583,0.004251799,-0.076691331
TX,Texas,2008,0.104723295,0.309390511,0.009783787,-0.298384514,0.025825305,0.305529808,0.004320844,-0.079892099
TX,Texas,2007,-0.284400916,0.305523296,0.009661495,-0.534188868,-0.341499115,0.297562895,0.004208175,-0.143028435
TX,Texas,2006,-0.23749625,0.317845403,0.010051154,-0.606763906,-0.322632391,0.30002224,0.004242955,-0.162460315
TX,Texas,2005,-0.314113109,0.317605194,0.010043558,-0.527455271,-0.410833434,0.300254184,0.004246235,-0.141225522
TX,Texas,2004,-0.313601767,0.304458762,0.009627831,-0.57435736,-0.394712569,0.306851296,0.004339533,-0.153783501
TX,Texas,2003,0.063362476,0.295019792,0.009329345,-0.453152103,-0.047392751,0.303562043,0.004293016,-0.121330937
TX,Texas,2002,0.058909434,0.306001528,0.009676618,-0.354600641,-0.042673109,0.299157645,0.004230728,-0.0949439
TX,Texas,2001,0.172757927,0.307066868,0.009710307,-0.333893136,0.053142959,0.302995598,0.004285005,-0.089399491
TX,Texas,2000,0.182621684,0.305465846,0.009659678,-0.332854026,0.038790805,0.304350806,0.00430417,-0.08912127
UT,Utah,2018,-0.357478208,0.31746778,0.010039213,0.527193677,-0.275425224,0.308230051,0.004359031,0.141155481
UT,Utah,2017,-0.493198009,0.315513871,0.009977425,0.329344681,-0.409147339,0.304219802,0.004302318,0.088181647
UT,Utah,2016,-0.478334421,0.308319409,0.009749916,0.329344681,-0.404844568,0.304035248,0.004299708,0.088181647
UT,Utah,2015,-0.386904973,0.304034995,0.009614431,0.059566456,-0.33409863,0.305718628,0.004323514,0.015948848
UT,Utah,2014,-0.378056824,0.305133796,0.009649178,0.059566456,-0.330876022,0.307526515,0.004349082,0.015948848
UT,Utah,2013,-0.343525066,0.309044231,0.009772837,0.118231397,-0.305482485,0.303697619,0.004294933,0.031656316
UT,Utah,2012,-0.337790998,0.310059702,0.009804949,0.015166814,-0.288853936,0.302769382,0.004281806,0.004060897
UT,Utah,2011,-0.091659271,0.303537725,0.009598706,0.117375293,-0.013244766,0.298677376,0.004223936,0.031427095
UT,Utah,2010,-0.085547068,0.306145989,0.009681186,0.116410261,-0.015475544,0.300157081,0.004244862,0.031168709
UT,Utah,2009,0.237383018,0.304452182,0.009627623,0.126523224,0.281564577,0.304755559,0.004309894,0.033876443
UT,Utah,2008,0.346076415,0.3069614,0.009706972,0.462531976,0.376813821,0.304455104,0.004305645,0.123842387
UT,Utah,2007,-0.012904739,0.303692004,0.009603584,0.315012707,0.045712336,0.309516757,0.004377228,0.084344278
UT,Utah,2006,-0.00066971,0.301660958,0.009539357,0.332192439,0.047453234,0.298982514,0.004228251,0.088944131
UT,Utah,2005,-0.0351846,0.297857309,0.009419075,0.302819294,0.03335199,0.304146002,0.004301274,0.081079506
UT,Utah,2004,0.001837708,0.314139812,0.009933973,0.317677241,0.034777412,0.307613112,0.004350306,0.085057704
UT,Utah,2003,0.119923078,0.301153042,0.009523295,0.44575602,0.166402714,0.298437778,0.004220548,0.119350645
UT,Utah,2002,0.118912719,0.293487006,0.009280874,0.456368513,0.166141756,0.303290793,0.00428918,0.122192127
UT,Utah,2001,0.65677352,0.309030814,0.009772412,0.7990444,0.679801156,0.299594293,0.004236903,0.213943189
UT,Utah,2000,0.636064956,0.306747073,0.009700194,0.788048094,0.67601885,0.301074759,0.00425784,0.210998941
VT,Vermont,2018,0.319202178,0.308666116,0.00976088,2.168438659,0.391493068,0.307205192,0.004344537,0.580596875
VT,Vermont,2017,0.299494568,0.323494489,0.010229794,1.859176924,0.374602921,0.303175808,0.004287553,0.497792413
VT,Vermont,2016,0.331580102,0.302484536,0.009565401,1.859176924,0.371648614,0.305262989,0.004317071,0.497792413
VT,Vermont,2015,0.326536322,0.309419257,0.009784696,0.965032168,0.382338953,0.302859214,0.004283076,0.258386216
VT,Vermont,2014,0.25510871,0.309244078,0.009779156,0.660999792,0.334373389,0.303455013,0.004291502,0.176981909
VT,Vermont,2013,0.302027845,0.312856863,0.009893403,0.119842513,0.352258501,0.30892774,0.004368898,0.03208769
VT,Vermont,2012,0.342841235,0.307069499,0.00971039,0.145412687,0.375794719,0.303400651,0.004290733,0.038934074
VT,Vermont,2011,0.311175972,0.297674707,0.009413301,0.062768336,0.38526863,0.304339,0.004304003,0.016806147
VT,Vermont,2010,0.313538947,0.30711844,0.009711938,0.065840112,0.370406273,0.306641846,0.004336571,0.017628612
VT,Vermont,2009,0.328173063,0.30723315,0.009715565,0.187793289,0.374173142,0.306893619,0.004340131,0.05028143
VT,Vermont,2008,0.338908926,0.307486648,0.009723582,0.180191019,0.369557513,0.303547869,0.004292815,0.048245931
VT,Vermont,2007,0.309735717,0.316480378,0.010007988,0.1568191,0.36560149,0.303403057,0.004290767,0.041988128
VT,Vermont,2006,0.317834265,0.303008731,0.009581977,0.167856381,0.375003959,0.302583199,0.004279173,0.044943347
VT,Vermont,2005,0.319646855,0.304303039,0.009622907,0.127789356,0.369124536,0.304752759,0.004309855,0.034215448
VT,Vermont,2004,0.32250138,0.303759951,0.009605733,0.18951144,0.38314595,0.306801396,0.004338827,0.050741463
VT,Vermont,2003,0.306381622,0.296357226,0.009371638,0.127363292,0.375678242,0.30302303,0.004285393,0.03410137
VT,Vermont,2002,0.319004295,0.304374313,0.009625161,0.160847293,0.391804377,0.302080425,0.004272062,0.043066672
VT,Vermont,2001,0.311921309,0.297573542,0.009410102,0.097171724,0.387787613,0.295381476,0.004177325,0.026017614
VT,Vermont,2000,0.332024908,0.313244861,0.009905672,0.141427228,0.391825288,0.301145906,0.004258846,0.037866972
VA,Virginia,2018,-0.168083284,0.310154612,0.00980795,-0.46046283,-0.179419642,0.306920555,0.004340512,-0.123288376
VA,Virginia,2017,-0.63372842,0.321962321,0.010181343,-0.748884843,-0.651447402,0.305469879,0.004319996,-0.200513027
VA,Virginia,2016,-0.661622002,0.315399841,0.009973819,-0.748884843,-0.656154166,0.305498346,0.004320399,-0.200513027
VA,Virginia,2015,-1.64139197,0.297297395,0.009401369,-1.255488128,-1.569818881,0.307916458,0.004354596,-0.336155455
VA,Virginia,2014,-1.649537112,0.310039295,0.009804303,-1.255488128,-1.566971597,0.302881835,0.004283396,-0.336155455
VA,Virginia,2013,-1.93762638,0.317858974,0.010051583,-1.81908056,-1.87046209,0.302223539,0.004274086,-0.487056659
VA,Virginia,2012,-1.968516735,0.313417623,0.009911135,-2.048781301,-1.902904299,0.307712737,0.004351715,-0.54855876
VA,Virginia,2011,-0.282838166,0.310563678,0.009820886,-0.719940287,-0.292591148,0.303613137,0.004293738,-0.192763157
VA,Virginia,2010,-0.247239229,0.301410538,0.009531438,-0.746872392,-0.291834938,0.303196864,0.004287851,-0.199974196
VA,Virginia,2009,0.328213693,0.305944806,0.009674824,-0.336402856,0.275555324,0.303014591,0.004285273,-0.090071465
VA,Virginia,2008,0.318521795,0.311201924,0.009841069,-0.345378885,0.275194365,0.302215711,0.004273976,-0.092474786
VA,Virginia,2007,-1.399867568,0.306130095,0.009680684,-1.421929179,-1.359173324,0.30711388,0.004343246,-0.380719848
VA,Virginia,2006,-1.389396756,0.300122792,0.009490716,-1.351716819,-1.340955638,0.29841522,0.004220229,-0.361920573
VA,Virginia,2005,-0.986238351,0.314597971,0.009948461,-1.009340367,-0.981538202,0.30709445,0.004342971,-0.270249684
VA,Virginia,2004,-1.013240218,0.305365641,0.009656509,-0.996312898,-0.978427071,0.303847511,0.004297053,-0.266761595
VA,Virginia,2003,-1.018684334,0.305635608,0.009665047,-1.048496934,-0.973748843,0.305846505,0.004325323,-0.280733809
VA,Virginia,2002,-1.033240545,0.311964147,0.009865173,-1.036182637,-0.980656267,0.304109024,0.004300751,-0.27743667
VA,Virginia,2001,0.157058514,0.305244515,0.009652679,-0.409557566,0.13266348,0.301725129,0.004267038,-0.109658552
VA,Virginia,2000,0.15476867,0.307817397,0.009734041,-0.462953026,0.131622342,0.303628175,0.004293951,-0.123955123
WA,Washington,2018,1.920093161,0.319126194,0.010091656,2.045401076,1.899813069,0.309019063,0.004370189,0.547653708
WA,Washington,2017,1.80678819,0.320876824,0.010147016,1.601969784,1.790060233,0.310178119,0.004386581,0.428925507
WA,Washington,2016,1.804268714,0.299901755,0.009483726,1.601969784,1.784579904,0.308520963,0.004363145,0.428925507
WA,Washington,2015,1.877804744,0.30645522,0.009690965,1.582548192,1.866790807,0.303740051,0.004295533,0.423725398
WA,Washington,2014,1.858909967,0.311777662,0.009859275,1.582548192,1.866804356,0.303520318,0.004292425,0.423725398
WA,Washington,2013,1.811248357,0.300306688,0.009496531,1.349907334,1.792193195,0.304706831,0.004309205,0.361436085
WA,Washington,2012,1.852266252,0.30273955,0.009573465,1.329855488,1.817511201,0.307905378,0.00435444,0.356067227
WA,Washington,2011,1.762465124,0.311220811,0.009841666,1.009702744,1.745884002,0.305271234,0.004317187,0.27034671
WA,Washington,2010,1.774231855,0.319032633,0.010088698,1.008149742,1.740005017,0.310765179,0.004394883,0.269930896
WA,Washington,2009,1.30747521,0.307525333,0.009724805,0.43464231,1.277372678,0.307694891,0.004351463,0.116374962
WA,Washington,2008,1.288106632,0.323332577,0.010224674,0.433279379,1.271841839,0.30225295,0.004274502,0.116010039
WA,Washington,2007,1.441735485,0.307728506,0.00973123,0.516709109,1.394838325,0.308443819,0.004362054,0.13834825
WA,Washington,2006,1.422999655,0.323890355,0.010242312,0.498512844,1.409267935,0.303020377,0.004285355,0.133476222
WA,Washington,2005,1.435230139,0.311564639,0.009852539,0.622515886,1.414680985,0.309136037,0.004371844,0.166677889
WA,Washington,2004,1.529489705,0.312221238,0.009873302,0.918941746,1.527138386,0.302117087,0.004272581,0.246045561
WA,Washington,2003,1.401443901,0.305720502,0.009667731,0.785076236,1.39429097,0.304008029,0.004299323,0.21020323
WA,Washington,2002,1.384141949,0.312582648,0.009884731,0.75726223,1.386270973,0.307651371,0.004350847,0.202756063
WA,Washington,2001,1.520330011,0.311149919,0.009839424,0.781309673,1.493492853,0.303327822,0.004289703,0.209194737
WA,Washington,2000,1.512118974,0.313421749,0.009911266,0.760518859,1.483910032,0.307031184,0.004342077,0.203628021
WV,West Virginia,2018,-0.089367688,0.307988511,0.009739452,0.370867156,-0.127696797,0.301396204,0.004262386,0.09929924
WV,West Virginia,2017,-0.139190632,0.300834065,0.009513208,0.343489736,-0.153875418,0.301984502,0.004270706,0.091968969
WV,West Virginia,2016,-0.124362943,0.307856902,0.00973529,0.343489736,-0.144545007,0.298718554,0.004224518,0.091968969
WV,West Virginia,2015,0.088933923,0.315578556,0.00997947,0.022102334,0.099911264,0.305907389,0.004326184,0.005917874
WV,West Virginia,2014,0.081112272,0.31162997,0.009854605,0.022102334,0.093275798,0.307713407,0.004351725,0.005917874
WV,West Virginia,2013,-0.162848562,0.29925829,0.009463378,-0.051953101,-0.138688844,0.306055658,0.004328281,-0.013910381
WV,West Virginia,2012,-0.137621646,0.30314405,0.009586257,-0.132589545,-0.131402062,0.305496659,0.004320375,-0.035500693
WV,West Virginia,2011,-0.054806947,0.305129524,0.009649043,-0.696872652,-0.009520233,0.306274009,0.004331369,-0.186586825
WV,West Virginia,2010,-0.034546235,0.30508423,0.00964761,-0.699595433,-0.000475503,0.301456633,0.004263241,-0.187315846
WV,West Virginia,2009,-0.037867755,0.31914069,0.010092115,-0.704182384,-0.002468714,0.305579283,0.004321544,-0.188543997
WV,West Virginia,2008,-0.031827155,0.311310088,0.009844489,-0.683927593,0.008156849,0.304622843,0.004308018,-0.183120801
WV,West Virginia,2007,-0.045851588,0.313033938,0.009899002,-0.725289511,0.001066869,0.299488066,0.004235401,-0.194195405
WV,West Virginia,2006,-0.040178935,0.302722639,0.00957293,-0.707326087,0.0084129,0.300623489,0.004251458,-0.189385719
WV,West Virginia,2005,-0.060609297,0.317740564,0.010047839,-0.598430127,0.008760897,0.307123298,0.004343379,-0.160228955
WV,West Virginia,2004,-0.076631388,0.315702129,0.009983378,-0.661326577,-0.002149244,0.30372911,0.004295378,-0.177069405
WV,West Virginia,2003,-0.049251116,0.318794568,0.010081169,-0.624457478,0.011368094,0.300822732,0.004254276,-0.167197748
WV,West Virginia,2002,-0.062022874,0.30730468,0.009717827,-0.626282499,0.013175249,0.301530592,0.004264287,-0.167686395
WV,West Virginia,2001,-0.056802806,0.296927526,0.009389673,-0.596517784,0.02961427,0.29589926,0.004184647,-0.159716928
WV,West Virginia,2000,-0.055126892,0.308330423,0.009750264,-0.618772025,0.025362797,0.303608113,0.004293667,-0.165675475
WI,Wisconsin,2018,-2.078243711,0.306902729,0.009705116,-0.737560453,-1.926927309,0.300796071,0.004253899,-0.197480935
WI,Wisconsin,2017,-1.873214446,0.310724934,0.009825985,-0.562835522,-1.740767717,0.311699523,0.004408097,-0.150698542
WI,Wisconsin,2016,-1.882724225,0.319252176,0.01009564,-0.562835522,-1.735246526,0.301386602,0.00426225,-0.150698542
WI,Wisconsin,2015,-1.474500688,0.305588063,0.009663543,-0.382801793,-1.329733108,0.306402613,0.004333187,-0.102494725
WI,Wisconsin,2014,-1.449817494,0.314012588,0.00992995,-0.382801793,-1.334420645,0.303623889,0.00429389,-0.102494725
WI,Wisconsin,2013,-1.6073263,0.302429524,0.009563661,-0.474165348,-1.464257759,0.303522632,0.004292458,-0.126957209
WI,Wisconsin,2012,-1.568091029,0.30721794,0.009715084,-0.469119442,-1.433187778,0.309481163,0.004376725,-0.125606173
WI,Wisconsin,2011,0.697582238,0.310347365,0.009814045,0.992636724,0.759322,0.302583572,0.004279178,0.265777304
WI,Wisconsin,2010,0.924167167,0.307594694,0.009726998,1.567301438,1.000540582,0.301521263,0.004264155,0.419643098
WI,Wisconsin,2009,0.868773677,0.321529218,0.010167647,1.749515775,0.910764131,0.301233037,0.004260078,0.46843077
