DATE,AKPOP,ALPOP,ARPOP,AZPOP,CAPOP,COPOP,CTPOP,DCPOP,DEPOP,FLPOP,GAPOP,HIPOP,IAPOP,IDPOP,ILPOP,INPOP,KSPOP,KYPOP,LAPOP,MAPOP,MDPOP,MEPOP,MIPOP,MNPOP,MOPOP,MSPOP,MTPOP,NCPOP,NDPOP,NEPOP,NHPOP,NJPOP,NMPOP,NVPOP,NYPOP,OHPOP,OKPOP,ORPOP,PAPOP,RIPOP,SCPOP,SDPOP,TNPOP,TXPOP,UTPOP,VAPOP,VTPOP,WAPOP,WIPOP,WVPOP,WYPOP
1999-01-01,619.500,4369.862,2551.373,4778.332,33145.121,4056.133,3282.031,519.000,753.538,15111.244,7788.240,1185.497,2869.413,1251.700,12128.370,5942.901,2654.052,3960.825,4372.035,6175.169,5171.634,1253.040,9863.775,4775.508,5468.338,2768.619,882.779,7650.789,633.666,1666.028,1201.134,8143.412,1739.844,1809.253,18196.601,11256.654,3358.044,3316.154,11994.016,990.819,3885.736,733.133,5483.535,20044.141,2129.836,6872.912,593.74,5756.361,5250.446,1806.928,479.602
2000-01-01,627.963,4452.173,2678.588,5160.586,33987.977,4326.921,3411.777,572.046,786.373,16047.515,8227.303,1213.519,2929.067,1299.430,12434.161,6091.866,2693.681,4049.021,4471.885,6361.104,5311.034,1277.072,9952.450,4933.692,5607.285,2848.353,903.773,8081.614,642.023,1713.820,1239.882,8430.621,1821.204,2018.741,19001.780,11363.543,3454.365,3429.708,12284.173,1050.268,4024.223,755.844,5703.719,20944.499,2244.502,7105.817,609.618,5910.512,5373.999,1807.021,494.3
2001-01-01,633.714,4467.634,2691.571,5273.477,34479.458,4425.687,3432.835,574.504,795.699,16356.966,8377.038,1225.948,2931.997,1319.962,12488.445,6127.760,2702.162,4068.132,4477.875,6397.634,5374.691,1285.692,9991.120,4982.796,5641.142,2852.994,906.961,8210.122,639.062,1719.836,1255.517,8492.671,1831.690,2098.399,19082.838,11387.404,3467.100,3467.937,12298.970,1057.142,4064.995,757.972,5750.789,21319.622,2283.715,7198.362,612.223,5985.722,5406.835,1801.481,494.657
2002-01-01,642.337,4480.089,2705.927,5396.255,34871.843,4490.406,3458.749,573.158,806.169,16689.370,8508.256,1239.613,2934.234,1340.372,12525.556,6155.967,2713.535,4089.875,4497.267,6417.206,5440.389,1295.960,10015.710,5018.935,5674.825,2858.681,911.667,8326.201,638.168,1728.292,1269.089,8552.643,1855.309,2173.791,19137.800,11407.889,3489.080,3513.424,12331.031,1065.995,4107.795,760.02,5795.918,21690.325,2324.815,7286.873,615.442,6052.349,5445.162,1805.414,500.017
2003-01-01,648.414,4503.491,2724.816,5510.364,35253.159,4528.732,3484.336,568.502,818.003,17004.085,8622.793,1251.154,2941.999,1363.380,12556.006,6196.638,2723.004,4117.170,4521.042,6422.565,5496.269,1306.513,10041.152,5053.572,5709.403,2868.312,919.630,8422.501,638.817,1738.643,1279.840,8601.402,1877.574,2248.850,19175.939,11434.788,3504.892,3547.376,12374.658,1071.342,4150.297,763.729,5847.812,22030.931,2360.137,7366.977,617.858,6104.115,5479.203,1812.295,503.453
2004-01-01,659.286,4530.729,2749.686,5652.404,35574.576,4575.013,3496.094,567.754,830.803,17415.318,8769.252,1273.569,2953.635,1391.802,12589.773,6233.007,2734.373,4146.101,4552.238,6412.281,5546.935,1313.688,10055.315,5087.713,5747.741,2889.010,930.009,8553.152,644.705,1749.370,1290.121,8634.561,1903.808,2346.222,19171.567,11452.251,3525.233,3569.463,12410.722,1074.579,4210.921,770.396,5910.809,22394.023,2401.58,7475.575,619.92,6178.645,5514.026,1816.438,509.106
2005-01-01,666.946,4569.805,2781.097,5839.077,35827.943,4631.888,3506.956,567.136,845.150,17842.038,8925.922,1292.729,2964.454,1428.241,12609.903,6278.616,2745.299,4182.742,4576.628,6403.290,5592.379,1318.787,10051.137,5119.598,5790.300,2905.943,940.102,8705.407,646.089,1761.497,1298.492,8651.974,1932.274,2432.143,19132.610,11463.320,3548.597,3613.202,12449.990,1067.916,4270.15,775.493,5991.057,22778.123,2457.719,7577.105,621.215,6257.305,5546.166,1820.492,514.157
2006-01-01,675.302,4628.981,2821.761,6029.141,36021.202,4720.423,3517.460,570.681,859.268,18166.990,9155.813,1309.731,2982.644,1468.669,12643.955,6332.669,2762.931,4219.239,4302.665,6410.084,5627.367,1323.619,10036.081,5163.555,5842.704,2904.978,952.692,8917.270,649.422,1772.693,1308.389,8661.679,1962.137,2522.658,19104.631,11481.213,3594.090,3670.883,12510.809,1063.096,4357.847,783.033,6088.766,23359.58,2525.507,7673.725,622.892,6370.753,5577.655,1827.912,522.667
2007-01-01,680.300,4672.840,2848.650,6167.681,36250.311,4803.868,3527.270,574.404,871.749,18367.842,9349.988,1315.675,2999.212,1505.105,12695.866,6379.599,2783.785,4256.672,4375.581,6431.559,5653.408,1327.040,10001.284,5207.203,5887.612,2928.350,964.706,9118.037,652.822,1783.440,1312.540,8677.885,1990.070,2601.072,19132.335,11500.468,3634.349,3722.417,12563.937,1057.315,4444.11,791.623,6175.727,23831.983,2597.746,7751,623.481,6461.587,5610.775,1834.052,534.876
2008-01-01,687.455,4718.206,2874.554,6280.362,36604.337,4889.730,3545.579,580.236,883.874,18527.305,9504.843,1332.213,3016.734,1534.320,12747.038,6424.806,2808.076,4289.878,4435.586,6468.967,5684.965,1330.509,9946.889,5247.018,5923.916,2947.806,976.415,9309.449,657.569,1796.378,1315.906,8711.090,2010.662,2653.630,19212.436,11515.391,3668.976,3768.748,12612.285,1055.003,4528.996,799.124,6247.411,24309.039,2663.029,7833.496,624.151,6562.231,5640.996,1840.31,546.043
2009-01-01,698.895,4757.938,2896.843,6343.154,36961.229,4972.195,3561.807,592.228,891.730,18652.644,9620.846,1346.717,3032.870,1554.439,12796.778,6459.325,2832.704,4317.074,4491.648,6517.613,5730.388,1329.590,9901.591,5281.203,5961.088,2958.774,983.982,9449.566,664.968,1812.683,1316.102,8755.602,2036.802,2684.665,19307.066,11528.896,3717.572,3808.600,12666.858,1053.646,4589.872,807.067,6306.019,24801.761,2723.421,7925.937,624.817,6667.426,5669.264,1847.775,559.851
2010-01-01,713.910,4785.437,2921.964,6407.172,37319.502,5047.349,3579.114,605.226,899.593,18845.537,9711.881,1363.963,3050.745,1570.746,12840.503,6490.432,2858.190,4348.181,4544.532,6566.307,5788.645,1327.629,9877.510,5310.828,5995.974,2970.548,990.697,9574.323,674.715,1829.542,1316.762,8799.446,2064.552,2702.405,19399.878,11539.336,3759.944,3837.491,12711.160,1053.959,4635.649,816.166,6355.311,25241.971,2775.332,8023.699,625.879,6742.83,5690.475,1854.239,564.487
2011-01-01,722.128,4799.069,2940.667,6472.643,37638.369,5121.108,3588.283,619.800,907.381,19053.237,9802.431,1379.329,3066.336,1583.910,12867.454,6516.528,2869.225,4369.821,4575.625,6613.583,5839.419,1328.284,9882.412,5346.143,6010.275,2978.731,997.316,9657.592,685.225,1840.672,1320.202,8828.117,2080.450,2712.730,19499.241,11544.663,3788.379,3872.036,12745.815,1053.649,4671.994,823.579,6399.291,25645.629,2814.384,8101.155,627.049,6826.627,5705.288,1856.301,567.299
2012-01-01,730.443,4815.588,2952.164,6554.978,37948.800,5192.647,3594.547,634.924,915.179,19297.822,9901.430,1394.804,3076.190,1595.324,12882.510,6537.703,2885.257,4386.346,4600.972,6663.005,5886.992,1327.729,9897.145,5376.643,6024.367,2983.816,1003.783,9749.476,701.176,1853.303,1324.232,8844.942,2087.309,2743.996,19572.932,11548.923,3818.814,3899.001,12767.118,1054.621,4717.354,833.566,6453.898,26084.481,2853.375,8185.08,626.09,6897.058,5719.96,1856.872,576.305
2013-01-01,737.068,4830.081,2959.400,6632.764,38260.787,5269.035,3594.841,650.581,923.576,19545.621,9972.479,1408.243,3092.997,1611.206,12895.129,6568.713,2893.212,4404.659,4624.527,6713.315,5923.188,1328.009,9913.065,5413.479,6040.715,2988.711,1013.569,9843.336,722.036,1865.279,1326.622,8856.972,2092.273,2775.970,19624.447,11576.684,3853.214,3922.468,12776.309,1055.081,4764.08,842.316,6494.34,26480.266,2897.64,8252.427,626.21,6963.985,5736.754,1853.914,582.122
2014-01-01,736.283,4841.799,2967.392,6730.413,38596.972,5350.101,3594.524,662.328,932.487,19845.911,10067.278,1414.538,3109.350,1631.112,12884.493,6593.644,2900.475,4414.349,4644.013,6762.596,5957.283,1330.513,9929.848,5451.079,6056.202,2990.468,1021.869,9932.887,737.401,1879.321,1333.341,8864.525,2089.568,2817.628,19651.049,11602.700,3878.187,3963.244,12788.313,1055.936,4823.617,849.129,6541.223,26964.333,2936.879,8310.993,625.214,7054.655,5751.525,1849.489,582.531
2015-01-01,737.498,4852.347,2978.048,6829.676,38918.045,5450.623,3587.122,675.400,941.252,20209.042,10178.447,1422.052,3120.960,1651.059,12858.913,6608.422,2909.011,4425.976,4664.628,6794.228,5985.562,1328.262,9931.715,5482.032,6071.732,2988.471,1030.475,10031.646,754.066,1891.277,1336.350,8867.949,2089.291,2866.939,19654.666,11617.527,3909.500,4015.792,12784.826,1056.065,4891.938,853.988,6591.17,27470.056,2981.835,8361.808,625.216,7163.657,5760.94,1842.05,585.613
2016-01-01,741.456,4863.525,2989.918,6941.072,39167.117,5539.215,3578.141,685.815,948.921,20613.477,10301.890,1427.559,3131.371,1682.380,12820.527,6634.304,2910.844,4438.182,4678.135,6823.608,6003.323,1331.317,9950.571,5522.744,6087.135,2987.938,1040.859,10154.788,754.434,1905.616,1342.307,8870.827,2091.630,2917.563,19633.428,11634.370,3926.331,4089.976,12782.275,1056.770,4957.968,862.996,6646.01,27914.41,3041.868,8410.106,623.657,7294.771,5772.628,1831.023,584.215
2017-01-01,739.700,4874.486,3001.345,7044.008,39358.497,5611.885,3573.297,694.906,956.823,20963.613,10410.330,1424.393,3141.550,1717.715,12778.828,6658.078,2908.718,4452.268,4670.560,6859.789,6023.868,1334.612,9973.114,5566.230,6106.670,2988.510,1052.482,10268.233,754.942,1915.947,1348.787,8885.525,2091.784,2969.905,19589.572,11659.650,3931.316,4143.625,12787.641,1055.673,5021.268,872.868,6708.799,28295.273,3101.042,8463.587,624.344,7423.362,5790.186,1817.004,578.931
2018-01-01,735.139,4887.681,3009.733,7158.024,39461.588,5691.287,3571.520,701.547,965.479,21244.317,10511.131,1420.593,3148.618,1750.536,12723.071,6695.497,2911.359,4461.153,4659.690,6882.635,6035.802,1339.057,9984.072,5606.249,6121.623,2981.020,1060.665,10381.615,758.080,1925.614,1353.465,8886.025,2092.741,3027.341,19530.351,11676.341,3940.235,4181.886,12800.922,1058.287,5084.156,878.698,6771.631,28628.666,3153.55,8501.286,624.358,7523.869,5807.406,1804.291,577.601
2019-01-01,731.545,4903.185,3017.804,7278.717,39512.223,5758.736,3565.287,705.749,973.764,21477.737,10617.423,1415.872,3155.070,1787.065,12671.821,6732.219,2913.314,4467.673,4648.794,6892.503,6045.680,1344.212,9986.857,5639.632,6137.428,2976.149,1068.778,10488.084,762.062,1934.408,1359.711,8882.190,2096.829,3080.156,19453.561,11689.100,3956.971,4217.737,12801.989,1059.361,5148.714,884.659,6829.174,28995.881,3205.958,8535.519,623.989,7614.893,5822.434,1792.147,578.759
